group,b,N,batch,factor_idx,log_n,time_ms
single_factor,4,512,256,5,7,0.12809215545654296
single_factor,4,512,256,6,7,0.12749823570251465
single_factor,4,512,512,0,7,0.10717184066772462
single_factor,4,512,512,1,7,0.12811264038085937
single_factor,4,512,512,2,7,0.12790783882141113
single_factor,4,512,512,3,7,0.12870656013488768
single_factor,4,512,512,4,7,0.12859392166137695
single_factor,4,512,512,5,7,0.12813311576843261
single_factor,4,512,512,6,7,0.1291366386413574
single_factor,4,512,1024,0,7,0.10614784240722656
single_factor,4,512,1024,1,7,0.12874752044677734
single_factor,4,512,1024,2,7,0.12898303985595702
single_factor,4,512,1024,3,7,0.12868608474731447
single_factor,4,512,1024,4,7,0.12922880172729492
single_factor,4,512,1024,5,7,0.128788480758667
single_factor,4,512,1024,6,7,0.12860416412353515
single_factor,4,512,2048,0,7,0.10569727897644043
single_factor,4,512,2048,1,7,0.1303551959991455
single_factor,4,512,2048,2,7,0.13064191818237306
single_factor,4,512,2048,3,7,0.12974080085754394
single_factor,4,512,2048,4,7,0.13007871627807618
single_factor,4,512,2048,5,7,0.12981247901916504
single_factor,4,512,2048,6,7,0.1295359992980957
single_factor,4,512,4096,0,7,0.12637184143066407
single_factor,4,512,4096,1,7,0.13023232460021972
single_factor,4,512,4096,2,7,0.13050880432128906
single_factor,4,512,4096,3,7,0.12965888023376465
single_factor,4,512,4096,4,7,0.1306931209564209
single_factor,4,512,4096,5,7,0.12977151870727538
single_factor,4,512,4096,6,7,0.1293824005126953
single_factor,4,1024,1,0,8,0.10164223670959473
single_factor,4,1024,1,1,8,0.12810239791870118
single_factor,4,1024,1,2,8,0.12801024436950684
single_factor,4,1024,1,3,8,0.12825599670410157
single_factor,4,1024,1,4,8,0.12816384315490723
single_factor,4,1024,1,5,8,0.12836864471435547
single_factor,4,1024,1,6,8,0.12844032287597656
single_factor,4,1024,1,7,8,0.12811264038085937
single_factor,4,1024,2,0,8,0.10669055938720703
single_factor,4,1024,2,1,8,0.12918784141540526
single_factor,4,1024,2,2,8,0.12807168006896974
single_factor,4,1024,2,3,8,0.12791808128356932
single_factor,4,1024,2,4,8,0.1275391960144043
single_factor,4,1024,2,5,8,0.12777471542358398
single_factor,4,1024,2,6,8,0.1276211166381836
single_factor,4,1024,2,7,8,0.12761088371276855
single_factor,4,1024,4,0,8,0.1054207992553711
single_factor,4,1024,4,1,8,0.12798975944519042
single_factor,4,1024,4,2,8,0.12777471542358398
single_factor,4,1024,4,3,8,0.12800000190734864
single_factor,4,1024,4,4,8,0.12750847816467284
single_factor,4,1024,4,5,8,0.12807168006896974
single_factor,4,1024,4,6,8,0.12789759635925294
single_factor,4,1024,4,7,8,0.12803071975708008
single_factor,4,1024,8,0,8,0.10571776390075684
single_factor,4,1024,8,1,8,0.12781567573547364
single_factor,4,1024,8,2,8,0.12790783882141113
single_factor,4,1024,8,3,8,0.1277337646484375
single_factor,4,1024,8,4,8,0.12731391906738282
single_factor,4,1024,8,5,8,0.12781567573547364
single_factor,4,1024,8,6,8,0.12784640312194825
single_factor,4,1024,8,7,8,0.12751872062683106
single_factor,4,1024,16,0,8,0.10567680358886719
single_factor,4,1024,16,1,8,0.12782591819763184
single_factor,4,1024,16,2,8,0.12760064125061035
single_factor,4,1024,16,3,8,0.12750847816467284
single_factor,4,1024,16,4,8,0.12749823570251465
single_factor,4,1024,16,5,8,0.12782591819763184
single_factor,4,1024,16,6,8,0.12751872062683106
single_factor,4,1024,16,7,8,0.12803071975708008
single_factor,4,1024,32,0,8,0.10575872421264648
single_factor,4,1024,32,1,8,0.1280512046813965
single_factor,4,1024,32,2,8,0.12816384315490723
single_factor,4,1024,32,3,8,0.12734463691711426
single_factor,4,1024,32,4,8,0.12744704246520996
single_factor,4,1024,32,5,8,0.12776448249816894
single_factor,4,1024,32,6,8,0.12759039878845216
single_factor,4,1024,32,7,8,0.12796928405761718
single_factor,4,1024,64,0,8,0.10560511589050293
single_factor,4,1024,64,1,8,0.12777471542358398
single_factor,4,1024,64,2,8,0.1285529613494873
single_factor,4,1024,64,3,8,0.12819456100463866
single_factor,4,1024,64,4,8,0.12751872062683106
single_factor,4,1024,64,5,8,0.12749823570251465
single_factor,4,1024,64,6,8,0.12792832374572755
single_factor,4,1024,64,7,8,0.1273036766052246
single_factor,4,1024,128,0,8,0.10493951797485351
single_factor,4,1024,128,1,8,0.1278054428100586
single_factor,4,1024,128,2,8,0.12807168006896974
single_factor,4,1024,128,3,8,0.12801024436950684
single_factor,4,1024,128,4,8,0.12856320381164552
single_factor,4,1024,128,5,8,0.12751872062683106
single_factor,4,1024,128,6,8,0.1287987232208252
single_factor,4,1024,128,7,8,0.12777471542358398
single_factor,4,1024,256,0,8,0.1064140796661377
single_factor,4,1024,256,1,8,0.12828672409057618
single_factor,4,1024,256,2,8,0.1286246395111084
single_factor,4,1024,256,3,8,0.1281433582305908
single_factor,4,1024,256,4,8,0.12837887763977052
single_factor,4,1024,256,5,8,0.1276518440246582
single_factor,4,1024,256,6,8,0.1283174419403076
single_factor,4,1024,256,7,8,0.1276518440246582
single_factor,4,1024,512,0,8,0.10561535835266113
single_factor,4,1024,512,1,8,0.12835840225219727
single_factor,4,1024,512,2,8,0.12850175857543944
single_factor,4,1024,512,3,8,0.12850175857543944
single_factor,4,1024,512,4,8,0.12796928405761718
single_factor,4,1024,512,5,8,0.12909567832946778
single_factor,4,1024,512,6,8,0.12806143760681152
single_factor,4,1024,512,7,8,0.1283174419403076
single_factor,4,1024,1024,0,8,0.10561535835266113
single_factor,4,1024,1024,1,8,0.1294643211364746
single_factor,4,1024,1024,2,8,0.12923904418945312
single_factor,4,1024,1024,3,8,0.12918784141540526
single_factor,4,1024,1024,4,8,0.12908543586730958
single_factor,4,1024,1024,5,8,0.12934144020080565
single_factor,4,1024,1024,6,8,0.1295257568359375
single_factor,4,1024,1024,7,8,0.1286348819732666
single_factor,4,1024,2048,0,8,0.1263308811187744
single_factor,4,1024,2048,1,8,0.13009920120239257
single_factor,4,1024,2048,2,8,0.1295257568359375
single_factor,4,1024,2048,3,8,0.130129919052124
single_factor,4,1024,2048,4,8,0.1295462417602539
single_factor,4,1024,2048,5,8,0.12963839530944823
single_factor,4,1024,2048,6,8,0.12898303985595702
single_factor,4,1024,2048,7,8,0.12923904418945312
single_factor,4,1024,4096,0,8,0.2523135948181152
single_factor,4,1024,4096,1,8,0.2103603172302246
single_factor,4,1024,4096,2,8,0.2088140869140625
single_factor,4,1024,4096,3,8,0.20934656143188476
single_factor,4,1024,4096,4,8,0.2109440040588379
single_factor,4,1024,4096,5,8,0.20800512313842773
single_factor,4,1024,4096,6,8,0.21344255447387694
single_factor,4,1024,4096,7,8,0.21265407562255859
single_factor,4,2048,1,0,9,0.10168319702148437
single_factor,4,2048,1,1,9,0.12789759635925294
single_factor,4,2048,1,2,9,0.12836864471435547
single_factor,4,2048,1,3,9,0.12796928405761718
single_factor,4,2048,1,4,9,0.12776448249816894
single_factor,4,2048,1,5,9,0.12789759635925294
single_factor,4,2048,1,6,9,0.12768256187438964
single_factor,4,2048,1,7,9,0.12792832374572755
single_factor,4,2048,1,8,9,0.12741632461547853
single_factor,4,2048,2,0,9,0.10561535835266113
single_factor,4,2048,2,1,9,0.12815360069274903
single_factor,4,2048,2,2,9,0.12743680000305177
single_factor,4,2048,2,3,9,0.12798975944519042
single_factor,4,2048,2,4,9,0.12738559722900392
single_factor,4,2048,2,5,9,0.12749823570251465
single_factor,4,2048,2,6,9,0.127457275390625
single_factor,4,2048,2,7,9,0.12782591819763184
single_factor,4,2048,2,8,9,0.12910592079162597
single_factor,4,2048,4,0,9,0.10534912109375
single_factor,4,2048,4,1,9,0.1277337646484375
single_factor,4,2048,4,2,9,0.12795904159545898
single_factor,4,2048,4,3,9,0.12731391906738282
single_factor,4,2048,4,4,9,0.12851200103759766
single_factor,4,2048,4,5,9,0.1274675178527832
single_factor,4,2048,4,6,9,0.12803071975708008
single_factor,4,2048,4,7,9,0.1280512046813965
single_factor,4,2048,4,8,9,0.1273036766052246
single_factor,4,2048,8,0,9,0.10554368019104005
single_factor,4,2048,8,1,9,0.12815360069274903
single_factor,4,2048,8,2,9,0.12816384315490723
single_factor,4,2048,8,3,9,0.12828672409057618
single_factor,4,2048,8,4,9,0.12801024436950684
single_factor,4,2048,8,5,9,0.12816384315490723
single_factor,4,2048,8,6,9,0.1284607982635498
single_factor,4,2048,8,7,9,0.12911616325378417
single_factor,4,2048,8,8,9,0.1278668785095215
single_factor,4,2048,16,0,9,0.10499072074890137
single_factor,4,2048,16,1,9,0.12790783882141113
single_factor,4,2048,16,2,9,0.12767231941223145
single_factor,4,2048,16,3,9,0.12776448249816894
single_factor,4,2048,16,4,9,0.12811264038085937
single_factor,4,2048,16,5,9,0.12756992340087892
single_factor,4,2048,16,6,9,0.1280512046813965
single_factor,4,2048,16,7,9,0.1278054428100586
single_factor,4,2048,16,8,9,0.12742655754089355
single_factor,4,2048,32,0,9,0.10559488296508789
single_factor,4,2048,32,1,9,0.1283993625640869
single_factor,4,2048,32,2,9,0.12820480346679688
single_factor,4,2048,32,3,9,0.12769280433654784
single_factor,4,2048,32,4,9,0.12807168006896974
single_factor,4,2048,32,5,9,0.128471040725708
single_factor,4,2048,32,6,9,0.12789759635925294
single_factor,4,2048,32,7,9,0.1284505558013916
single_factor,4,2048,32,8,9,0.12690431594848633
single_factor,4,2048,64,0,9,0.10489855766296387
single_factor,4,2048,64,1,9,0.12873727798461915
single_factor,4,2048,64,2,9,0.1277235221862793
single_factor,4,2048,64,3,9,0.12767231941223145
single_factor,4,2048,64,4,9,0.1277030372619629
single_factor,4,2048,64,5,9,0.12812288284301757
single_factor,4,2048,64,6,9,0.1283174419403076
single_factor,4,2048,64,7,9,0.12810239791870118
single_factor,4,2048,64,8,9,0.12775424003601074
single_factor,4,2048,128,0,9,0.10600447654724121
single_factor,4,2048,128,1,9,0.1279487991333008
single_factor,4,2048,128,2,9,0.12804096221923827
single_factor,4,2048,128,3,9,0.1276313591003418
single_factor,4,2048,128,4,9,0.12804096221923827
single_factor,4,2048,128,5,9,0.1276211166381836
single_factor,4,2048,128,6,9,0.12782591819763184
single_factor,4,2048,128,7,9,0.12798975944519042
single_factor,4,2048,128,8,9,0.1274675178527832
single_factor,4,2048,256,0,9,0.10502143859863282
single_factor,4,2048,256,1,9,0.12881919860839844
single_factor,4,2048,256,2,9,0.12817407608032227
single_factor,4,2048,256,3,9,0.12880895614624024
single_factor,4,2048,256,4,9,0.1283891201019287
single_factor,4,2048,256,5,9,0.1287168025970459
single_factor,4,2048,256,6,9,0.12817407608032227
single_factor,4,2048,256,7,9,0.12808192253112793
single_factor,4,2048,256,8,9,0.12820480346679688
single_factor,4,2048,512,0,9,0.10587136268615722
single_factor,4,2048,512,1,9,0.13028351783752443
single_factor,4,2048,512,2,9,0.12911616325378417
single_factor,4,2048,512,3,9,0.12883968353271485
single_factor,4,2048,512,4,9,0.12907520294189453
single_factor,4,2048,512,5,9,0.12867584228515624
single_factor,4,2048,512,6,9,0.12909567832946778
single_factor,4,2048,512,7,9,0.12876799583435058
single_factor,4,2048,512,8,9,0.1292083168029785
single_factor,4,2048,1024,0,9,0.12657664299011231
single_factor,4,2048,1024,1,9,0.1303551959991455
single_factor,4,2048,1024,2,9,0.12963839530944823
single_factor,4,2048,1024,3,9,0.12937215805053712
single_factor,4,2048,1024,4,9,0.1295257568359375
single_factor,4,2048,1024,5,9,0.12891136169433592
single_factor,4,2048,1024,6,9,0.12957695960998536
single_factor,4,2048,1024,7,9,0.1291366386413574
single_factor,4,2048,1024,8,9,0.12922880172729492
single_factor,4,2048,2048,0,9,0.2527231979370117
single_factor,4,2048,2048,1,9,0.21073919296264648
single_factor,4,2048,2048,2,9,0.20962303161621093
single_factor,4,2048,2048,3,9,0.20982784271240235
single_factor,4,2048,2048,4,9,0.2107187271118164
single_factor,4,2048,2048,5,9,0.2087116813659668
single_factor,4,2048,2048,6,9,0.21154815673828126
single_factor,4,2048,2048,7,9,0.21180416107177735
single_factor,4,2048,2048,8,9,0.2105446434020996
single_factor,4,2048,4096,0,9,0.4946944046020508
single_factor,4,2048,4096,1,9,0.4037939071655273
single_factor,4,2048,4096,2,9,0.40066047668457033
single_factor,4,2048,4096,3,9,0.401530876159668
single_factor,4,2048,4096,4,9,0.4059852981567383
single_factor,4,2048,4096,5,9,0.4010393524169922
single_factor,4,2048,4096,6,9,0.40817665100097655
single_factor,4,2048,4096,7,9,0.4086783981323242
single_factor,4,2048,4096,8,9,0.4074803161621094
single_factor,4,4096,1,0,10,0.10251263618469238
single_factor,4,4096,1,1,10,0.1277952003479004
single_factor,4,4096,1,2,10,0.12837887763977052
single_factor,4,4096,1,3,10,0.12812288284301757
single_factor,4,4096,1,4,10,0.1283891201019287
single_factor,4,4096,1,5,10,0.12795904159545898
single_factor,4,4096,1,6,10,0.12777471542358398
single_factor,4,4096,1,7,10,0.1278054428100586
single_factor,4,4096,1,8,10,0.12777471542358398
single_factor,4,4096,1,9,10,0.12777471542358398
single_factor,4,4096,2,0,10,0.10503168106079101
single_factor,4,4096,2,1,10,0.1272217559814453
single_factor,4,4096,2,2,10,0.1273958396911621
single_factor,4,4096,2,3,10,0.12724224090576172
single_factor,4,4096,2,4,10,0.1273344039916992
single_factor,4,4096,2,5,10,0.12696576118469238
single_factor,4,4096,2,6,10,0.12677120208740233
single_factor,4,4096,2,7,10,0.1275494384765625
single_factor,4,4096,2,8,10,0.12720128059387206
single_factor,4,4096,2,9,10,0.12777471542358398
single_factor,4,4096,4,0,10,0.10547200202941895
single_factor,4,4096,4,1,10,0.1276211166381836
single_factor,4,4096,4,2,10,0.1285529613494873
single_factor,4,4096,4,3,10,0.12758015632629394
single_factor,4,4096,4,4,10,0.12813311576843261
single_factor,4,4096,4,5,10,0.12817407608032227
single_factor,4,4096,4,6,10,0.12758015632629394
single_factor,4,4096,4,7,10,0.12823552131652832
single_factor,4,4096,4,8,10,0.12751872062683106
single_factor,4,4096,4,9,10,0.12835840225219727
single_factor,4,4096,8,0,10,0.10603520393371582
single_factor,4,4096,8,1,10,0.12784640312194825
single_factor,4,4096,8,2,10,0.12997632026672362
single_factor,4,4096,8,3,10,0.12904447555541992
single_factor,4,4096,8,4,10,0.12844032287597656
single_factor,4,4096,8,5,10,0.1283276844024658
single_factor,4,4096,8,6,10,0.12777471542358398
single_factor,4,4096,8,7,10,0.12827648162841798
single_factor,4,4096,8,8,10,0.12751872062683106
single_factor,4,4096,8,9,10,0.1285324764251709
single_factor,4,4096,16,0,10,0.10558464050292969
single_factor,4,4096,16,1,10,0.1278771209716797
single_factor,4,4096,16,2,10,0.1282150363922119
single_factor,4,4096,16,3,10,0.12761088371276855
single_factor,4,4096,16,4,10,0.12783616065979003
single_factor,4,4096,16,5,10,0.12761088371276855
single_factor,4,4096,16,6,10,0.12791808128356932
single_factor,4,4096,16,7,10,0.1279487991333008
single_factor,4,4096,16,8,10,0.1278873634338379
single_factor,4,4096,16,9,10,0.1288601589202881
single_factor,4,4096,32,0,10,0.10694656372070313
single_factor,4,4096,32,1,10,0.12947456359863282
single_factor,4,4096,32,2,10,0.12944383621215821
single_factor,4,4096,32,3,10,0.12890111923217773
single_factor,4,4096,32,4,10,0.1286963176727295
single_factor,4,4096,32,5,10,0.1285529613494873
single_factor,4,4096,32,6,10,0.12935168266296387
single_factor,4,4096,32,7,10,0.12942336082458497
single_factor,4,4096,32,8,10,0.12815360069274903
single_factor,4,4096,32,9,10,0.12882944107055663
single_factor,4,4096,64,0,10,0.10618880271911621
single_factor,4,4096,64,1,10,0.12810239791870118
single_factor,4,4096,64,2,10,0.128471040725708
single_factor,4,4096,64,3,10,0.12777471542358398
single_factor,4,4096,64,4,10,0.12803071975708008
single_factor,4,4096,64,5,10,0.12815360069274903
single_factor,4,4096,64,6,10,0.1277030372619629
single_factor,4,4096,64,7,10,0.1276518440246582
single_factor,4,4096,64,8,10,0.1276211166381836
single_factor,4,4096,64,9,10,0.127324161529541
single_factor,4,4096,128,0,10,0.1055129623413086
single_factor,4,4096,128,1,10,0.12800000190734864
single_factor,4,4096,128,2,10,0.12872703552246093
single_factor,4,4096,128,3,10,0.1278054428100586
single_factor,4,4096,128,4,10,0.12826623916625976
single_factor,4,4096,128,5,10,0.12777471542358398
single_factor,4,4096,128,6,10,0.12768256187438964
single_factor,4,4096,128,7,10,0.1279487991333008
single_factor,4,4096,128,8,10,0.12820480346679688
single_factor,4,4096,128,9,10,0.12881919860839844
single_factor,4,4096,256,0,10,0.10620927810668945
single_factor,4,4096,256,1,10,0.12923904418945312
single_factor,4,4096,256,2,10,0.12915712356567383
single_factor,4,4096,256,3,10,0.12877823829650878
single_factor,4,4096,256,4,10,0.1286143970489502
single_factor,4,4096,256,5,10,0.12904447555541992
single_factor,4,4096,256,6,10,0.1288601589202881
single_factor,4,4096,256,7,10,0.1295359992980957
single_factor,4,4096,256,8,10,0.12907520294189453
single_factor,4,4096,256,9,10,0.1297817611694336
single_factor,4,4096,512,0,10,0.1270579242706299
single_factor,4,4096,512,1,10,0.1305292797088623
single_factor,4,4096,512,2,10,0.13008895874023438
single_factor,4,4096,512,3,10,0.13014016151428223
single_factor,4,4096,512,4,10,0.13004799842834472
single_factor,4,4096,512,5,10,0.1301094436645508
single_factor,4,4096,512,6,10,0.13054976463317872
single_factor,4,4096,512,7,10,0.13025279998779296
single_factor,4,4096,512,8,10,0.1302015972137451
single_factor,4,4096,512,9,10,0.13032447814941406
single_factor,4,4096,1024,0,10,0.2512281608581543
single_factor,4,4096,1024,1,10,0.21380096435546875
single_factor,4,4096,1024,2,10,0.21296127319335936
single_factor,4,4096,1024,3,10,0.21359615325927733
single_factor,4,4096,1024,4,10,0.2143948745727539
single_factor,4,4096,1024,5,10,0.2126335906982422
single_factor,4,4096,1024,6,10,0.21442560195922852
single_factor,4,4096,1024,7,10,0.21246976852416993
single_factor,4,4096,1024,8,10,0.21537792205810546
single_factor,4,4096,1024,9,10,0.21066751480102539
single_factor,4,4096,2048,0,10,0.49188865661621095
single_factor,4,4096,2048,1,10,0.4092108917236328
single_factor,4,4096,2048,2,10,0.4073062515258789
single_factor,4,4096,2048,3,10,0.4078694534301758
single_factor,4,4096,2048,4,10,0.4110233688354492
single_factor,4,4096,2048,5,10,0.406640625
single_factor,4,4096,2048,6,10,0.41120769500732424
single_factor,4,4096,2048,7,10,0.4068761444091797
single_factor,4,4096,2048,8,10,0.41457664489746093
single_factor,4,4096,2048,9,10,0.4049100875854492
single_factor,4,4096,4096,0,10,0.9754828643798829
single_factor,4,4096,4096,1,10,0.7984947204589844
single_factor,4,4096,4096,2,10,0.7925657653808593
single_factor,4,4096,4096,3,10,0.7948697662353515
single_factor,4,4096,4096,4,10,0.8056626892089844
single_factor,4,4096,4096,5,10,0.8070758056640625
single_factor,4,4096,4096,6,10,0.8110284423828125
single_factor,4,4096,4096,7,10,0.8114995574951172
single_factor,4,4096,4096,8,10,0.8133734130859375
single_factor,4,4096,4096,9,10,0.7919001770019531
single_factor,8,512,1,0,6,0.10219519615173339
single_factor,8,512,1,1,6,0.128471040725708
single_factor,8,512,1,2,6,0.128471040725708
single_factor,8,512,1,3,6,0.12867584228515624
single_factor,8,512,1,4,6,0.12823552131652832
single_factor,8,512,1,5,6,0.12778495788574218
single_factor,8,512,2,0,6,0.10566656112670898
single_factor,8,512,2,1,6,0.12825599670410157
single_factor,8,512,2,2,6,0.12806143760681152
single_factor,8,512,2,3,6,0.1275391960144043
single_factor,8,512,2,4,6,0.12726271629333497
single_factor,8,512,2,5,6,0.12700672149658204
single_factor,8,512,4,0,6,0.1061580753326416
single_factor,8,512,4,1,6,0.12849151611328125
single_factor,8,512,4,2,6,0.12836864471435547
single_factor,8,512,4,3,6,0.1285324764251709
single_factor,8,512,4,4,6,0.12758015632629394
single_factor,8,512,4,5,6,0.12737536430358887
single_factor,8,512,8,0,6,0.10559488296508789
single_factor,8,512,8,1,6,0.1279487991333008
single_factor,8,512,8,2,6,0.12858367919921876
single_factor,8,512,8,3,6,0.12795904159545898
single_factor,8,512,8,4,6,0.1279487991333008
single_factor,8,512,8,5,6,0.1276416015625
single_factor,8,512,16,0,6,0.10564607620239258
single_factor,8,512,16,1,6,0.12802047729492189
single_factor,8,512,16,2,6,0.12774399757385255
single_factor,8,512,16,3,6,0.12774399757385255
single_factor,8,512,16,4,6,0.12824576377868652
single_factor,8,512,16,5,6,0.12721152305603028
single_factor,8,512,32,0,6,0.10594304084777832
single_factor,8,512,32,1,6,0.1283174419403076
single_factor,8,512,32,2,6,0.1287987232208252
single_factor,8,512,32,3,6,0.12872703552246093
single_factor,8,512,32,4,6,0.12925951957702636
single_factor,8,512,32,5,6,0.12824576377868652
single_factor,8,512,64,0,6,0.10546175956726074
single_factor,8,512,64,1,6,0.1283174419403076
single_factor,8,512,64,2,6,0.12820480346679688
single_factor,8,512,64,3,6,0.12795904159545898
single_factor,8,512,64,4,6,0.12802047729492189
single_factor,8,512,64,5,6,0.12736512184143067
single_factor,8,512,128,0,6,0.10514431953430176
single_factor,8,512,128,1,6,0.12801024436950684
single_factor,8,512,128,2,6,0.12809215545654296
single_factor,8,512,128,3,6,0.1274880027770996
single_factor,8,512,128,4,6,0.1280512046813965
single_factor,8,512,128,5,6,0.12790783882141113
single_factor,8,512,256,0,6,0.10566656112670898
single_factor,8,512,256,1,6,0.1284505558013916
single_factor,8,512,256,2,6,0.1286451244354248
single_factor,8,512,256,3,6,0.12912639617919922
single_factor,8,512,256,4,6,0.1281433582305908
single_factor,8,512,256,5,6,0.12856320381164552
single_factor,8,512,512,0,6,0.10611712455749511
single_factor,8,512,512,1,6,0.128788480758667
single_factor,8,512,512,2,6,0.12876799583435058
single_factor,8,512,512,3,6,0.12849151611328125
single_factor,8,512,512,4,6,0.1286143970489502
single_factor,8,512,512,5,6,0.12873727798461915
single_factor,8,512,1024,0,6,0.10599424362182618
single_factor,8,512,1024,1,6,0.12883968353271485
single_factor,8,512,1024,2,6,0.12830719947814942
single_factor,8,512,1024,3,6,0.12824576377868652
single_factor,8,512,1024,4,6,0.12792832374572755
single_factor,8,512,1024,5,6,0.12774399757385255
single_factor,8,512,2048,0,6,0.1061580753326416
single_factor,8,512,2048,1,6,0.1297100830078125
single_factor,8,512,2048,2,6,0.12975104331970214
single_factor,8,512,2048,3,6,0.12956671714782714
single_factor,8,512,2048,4,6,0.12933119773864746
single_factor,8,512,2048,5,6,0.12948479652404785
single_factor,8,512,4096,0,6,0.12594176292419434
single_factor,8,512,4096,1,6,0.12983296394348146
single_factor,8,512,4096,2,6,0.12937215805053712
single_factor,8,512,4096,3,6,0.12982272148132323
single_factor,8,512,4096,4,6,0.12931072235107421
single_factor,8,512,4096,5,6,0.12902400016784668
single_factor,8,1024,1,0,7,0.10188799858093261
single_factor,8,1024,1,1,7,0.1283174419403076
single_factor,8,1024,1,2,7,0.12877823829650878
single_factor,8,1024,1,3,7,0.12807168006896974
single_factor,8,1024,1,4,7,0.12837887763977052
single_factor,8,1024,1,5,7,0.12804096221923827
single_factor,8,1024,1,6,7,0.12776448249816894
single_factor,8,1024,2,0,7,0.10540032386779785
single_factor,8,1024,2,1,7,0.1278771209716797
single_factor,8,1024,2,2,7,0.12708864212036133
single_factor,8,1024,2,3,7,0.12792832374572755
single_factor,8,1024,2,4,7,0.12723199844360353
single_factor,8,1024,2,5,7,0.12802047729492189
single_factor,8,1024,2,6,7,0.12669952392578124
single_factor,8,1024,4,0,7,0.10537983894348145
single_factor,8,1024,4,1,7,0.12819456100463866
single_factor,8,1024,4,2,7,0.12725248336791992
single_factor,8,1024,4,3,7,0.12702719688415529
single_factor,8,1024,4,4,7,0.12720128059387206
single_factor,8,1024,4,5,7,0.12758015632629394
single_factor,8,1024,4,6,7,0.1275494384765625
single_factor,8,1024,8,0,7,0.10519552230834961
single_factor,8,1024,8,1,7,0.12729344367980958
single_factor,8,1024,8,2,7,0.1277337646484375
single_factor,8,1024,8,3,7,0.12731391906738282
single_factor,8,1024,8,4,7,0.1276211166381836
single_factor,8,1024,8,5,7,0.12735487937927245
single_factor,8,1024,8,6,7,0.12728320121765135
single_factor,8,1024,16,0,7,0.10576895713806152
single_factor,8,1024,16,1,7,0.12784640312194825
single_factor,8,1024,16,2,7,0.1276416015625
single_factor,8,1024,16,3,7,0.12751872062683106
single_factor,8,1024,16,4,7,0.1275596809387207
single_factor,8,1024,16,5,7,0.1275391960144043
single_factor,8,1024,16,6,7,0.1273958396911621
single_factor,8,1024,32,0,7,0.10549247741699219
single_factor,8,1024,32,1,7,0.1287987232208252
single_factor,8,1024,32,2,7,0.12807168006896974
single_factor,8,1024,32,3,7,0.1290137577056885
single_factor,8,1024,32,4,7,0.12826623916625976
single_factor,8,1024,32,5,7,0.12752896308898926
single_factor,8,1024,32,6,7,0.12783616065979003
single_factor,8,1024,64,0,7,0.10562560081481934
single_factor,8,1024,64,1,7,0.1283174419403076
single_factor,8,1024,64,2,7,0.1277952003479004
single_factor,8,1024,64,3,7,0.12841983795166015
single_factor,8,1024,64,4,7,0.12909567832946778
single_factor,8,1024,64,5,7,0.12768256187438964
single_factor,8,1024,64,6,7,0.12818431854248047
single_factor,8,1024,128,0,7,0.10582015991210937
single_factor,8,1024,128,1,7,0.12860416412353515
single_factor,8,1024,128,2,7,0.12767231941223145
single_factor,8,1024,128,3,7,0.1274675178527832
single_factor,8,1024,128,4,7,0.12769280433654784
single_factor,8,1024,128,5,7,0.1279487991333008
single_factor,8,1024,128,6,7,0.1278054428100586
single_factor,8,1024,256,0,7,0.10585087776184082
single_factor,8,1024,256,1,7,0.12896256446838378
single_factor,8,1024,256,2,7,0.12820480346679688
single_factor,8,1024,256,3,7,0.1282150363922119
single_factor,8,1024,256,4,7,0.12801024436950684
single_factor,8,1024,256,5,7,0.1285324764251709
single_factor,8,1024,256,6,7,0.12774399757385255
single_factor,8,1024,512,0,7,0.10595328330993653
single_factor,8,1024,512,1,7,0.12867584228515624
single_factor,8,1024,512,2,7,0.12857343673706054
single_factor,8,1024,512,3,7,0.12896256446838378
single_factor,8,1024,512,4,7,0.1285427188873291
single_factor,8,1024,512,5,7,0.12907520294189453
single_factor,8,1024,512,6,7,0.12782591819763184
single_factor,8,1024,1024,0,7,0.10572799682617187
single_factor,8,1024,1024,1,7,0.13006848335266114
single_factor,8,1024,1024,2,7,0.12981247901916504
single_factor,8,1024,1024,3,7,0.1296076774597168
single_factor,8,1024,1024,4,7,0.1295257568359375
single_factor,8,1024,1024,5,7,0.12930047988891602
single_factor,8,1024,1024,6,7,0.12906496047973634
single_factor,8,1024,2048,0,7,0.12637184143066407
single_factor,8,1024,2048,1,7,0.1296076774597168
single_factor,8,1024,2048,2,7,0.1295257568359375
single_factor,8,1024,2048,3,7,0.12977151870727538
single_factor,8,1024,2048,4,7,0.12928000450134278
single_factor,8,1024,2048,5,7,0.12995583534240723
single_factor,8,1024,2048,6,7,0.12898303985595702
single_factor,8,1024,4096,0,7,0.2524569511413574
single_factor,8,1024,4096,1,7,0.16662527084350587
single_factor,8,1024,4096,2,7,0.16766975402832032
single_factor,8,1024,4096,3,7,0.16954368591308594
single_factor,8,1024,4096,4,7,0.16772096633911132
single_factor,8,1024,4096,5,7,0.17087488174438475
single_factor,8,1024,4096,6,7,0.16943103790283204
single_factor,8,2048,1,0,8,0.10203136444091797
single_factor,8,2048,1,1,8,0.12791808128356932
single_factor,8,2048,1,2,8,0.12749823570251465
single_factor,8,2048,1,3,8,0.1283891201019287
single_factor,8,2048,1,4,8,0.12701696395874024
single_factor,8,2048,1,5,8,0.12776448249816894
single_factor,8,2048,1,6,8,0.12744704246520996
single_factor,8,2048,1,7,8,0.126627836227417
