group,b,N,batch,factor_idx,log_n,time_ms
block_butterfly,2,512,64,,8,0.9260749053955079
block_butterfly,2,512,128,,8,0.9240370941162109
block_butterfly,2,512,256,,8,0.933724136352539
block_butterfly,2,512,512,,8,0.9390080261230469
block_butterfly,2,512,1024,,8,0.934307861328125
block_butterfly,2,512,2048,,8,0.9396121978759766
block_butterfly,2,512,4096,,8,1.404190673828125
block_butterfly,2,1024,1,,9,1.027399673461914
block_butterfly,2,1024,2,,9,1.0293043518066407
block_butterfly,2,1024,4,,9,1.02940673828125
block_butterfly,2,1024,8,,9,1.0294579315185546
block_butterfly,2,1024,16,,9,1.0326220703125
block_butterfly,2,1024,32,,9,1.0395750427246093
block_butterfly,2,1024,64,,9,1.0370252990722657
block_butterfly,2,1024,128,,9,1.0416639709472657
block_butterfly,2,1024,256,,9,1.3267251586914062
block_butterfly,2,1024,512,,9,1.3622988891601562
block_butterfly,2,1024,1024,,9,1.3642649841308594
block_butterfly,2,1024,2048,,9,1.592227783203125
block_butterfly,2,1024,4096,,9,3.1762124633789064
block_butterfly,2,2048,1,,10,1.4924185180664062
block_butterfly,2,2048,2,,10,1.50150146484375
block_butterfly,2,2048,4,,10,1.5011225891113282
block_butterfly,2,2048,8,,10,1.5015936279296875
block_butterfly,2,2048,16,,10,1.4977842712402343
block_butterfly,2,2048,32,,10,1.4971597290039063
block_butterfly,2,2048,64,,10,1.5060479736328125
block_butterfly,2,2048,128,,10,1.5059149169921875
block_butterfly,2,2048,256,,10,1.512755126953125
block_butterfly,2,2048,512,,10,1.52163330078125
block_butterfly,2,2048,1024,,10,1.7772647094726564
block_butterfly,2,2048,2048,,10,3.5472280883789065
block_butterfly,2,2048,4096,,10,6.966968383789062
block_butterfly,2,4096,1,,11,1.64642822265625
block_butterfly,2,4096,2,,11,1.652797393798828
block_butterfly,2,4096,4,,11,1.6521420288085937
block_butterfly,2,4096,8,,11,1.65396484375
block_butterfly,2,4096,16,,11,1.64706298828125
block_butterfly,2,4096,32,,11,1.6579379272460937
block_butterfly,2,4096,64,,11,1.6534938049316406
block_butterfly,2,4096,128,,11,1.6491622924804688
block_butterfly,2,4096,256,,11,1.6710552978515625
block_butterfly,2,4096,512,,11,1.9573759460449218
block_butterfly,2,4096,1024,,11,3.9228005981445313
block_butterfly,2,4096,2048,,11,7.725404052734375
block_butterfly,2,4096,4096,,11,15.25001220703125
block_butterfly,4,512,1,,7,1.0449100494384767
block_butterfly,4,512,2,,7,1.0464460754394531
block_butterfly,4,512,4,,7,1.046261749267578
block_butterfly,4,512,8,,7,1.04595458984375
block_butterfly,4,512,16,,7,1.0512281799316405
block_butterfly,4,512,32,,7,1.0501837158203124
block_butterfly,4,512,64,,7,1.0516172790527343
block_butterfly,4,512,128,,7,1.0538700866699218
block_butterfly,4,512,256,,7,1.0570956420898439
block_butterfly,4,512,512,,7,0.8694681549072265
block_butterfly,4,512,1024,,7,0.8124518585205078
block_butterfly,4,512,2048,,7,0.8182476806640625
block_butterfly,4,512,4096,,7,0.8195686340332031
block_butterfly,4,1024,1,,8,0.9170636749267578
block_butterfly,4,1024,2,,8,0.9214361572265625
block_butterfly,4,1024,4,,8,0.9180364990234375
block_butterfly,4,1024,8,,8,0.9161727905273438
block_butterfly,4,1024,16,,8,0.9162751770019532
block_butterfly,4,1024,32,,8,0.9187020874023437
block_butterfly,4,1024,64,,8,0.9179238128662109
block_butterfly,4,1024,128,,8,0.9217740631103516
block_butterfly,4,1024,256,,8,0.9238425445556641
block_butterfly,4,1024,512,,8,0.9295359802246094
block_butterfly,4,1024,1024,,8,0.9358541107177735
block_butterfly,4,1024,2048,,8,0.9349632263183594
block_butterfly,4,1024,4096,,8,1.6826675415039063
block_butterfly,4,2048,1,,9,1.0235699462890624
block_butterfly,4,2048,2,,9,1.0324889373779298
block_butterfly,4,2048,4,,9,1.0332672119140625
block_butterfly,4,2048,8,,9,1.0354278564453125
block_butterfly,4,2048,16,,9,1.0389606475830078
block_butterfly,4,2048,32,,9,1.0364109039306642
block_butterfly,4,2048,64,,9,1.0399539184570312
block_butterfly,4,2048,128,,9,1.038888931274414
block_butterfly,4,2048,256,,9,1.0363801574707032
block_butterfly,4,2048,512,,9,1.0484326171875
block_butterfly,4,2048,1024,,9,1.0502143859863282
block_butterfly,4,2048,2048,,9,1.8865869140625
block_butterfly,4,2048,4096,,9,3.702589416503906
block_butterfly,4,4096,1,,10,1.1458969879150391
block_butterfly,4,4096,2,,10,1.1517235565185546
block_butterfly,4,4096,4,,10,1.1492249298095703
block_butterfly,4,4096,8,,10,1.1492454528808593
block_butterfly,4,4096,16,,10,1.150914535522461
block_butterfly,4,4096,32,,10,1.1590860748291016
block_butterfly,4,4096,64,,10,1.1574374389648439
block_butterfly,4,4096,128,,10,1.154027557373047
block_butterfly,4,4096,256,,10,1.1710873413085938
block_butterfly,4,4096,512,,10,1.1740672302246093
block_butterfly,4,4096,1024,,10,2.102528076171875
block_butterfly,4,4096,2048,,10,4.133621826171875
block_butterfly,4,4096,4096,,10,8.108165283203125
block_butterfly,8,512,1,,6,0.6826290893554687
block_butterfly,8,512,2,,6,0.6845951843261718
block_butterfly,8,512,4,,6,0.687667236328125
block_butterfly,8,512,8,,6,0.6891519927978516
block_butterfly,8,512,16,,6,0.6879334259033203
block_butterfly,8,512,32,,6,0.6905651092529297
block_butterfly,8,512,64,,6,0.6922239685058593
block_butterfly,8,512,128,,6,0.6921523284912109
block_butterfly,8,512,256,,6,0.6933811187744141
block_butterfly,8,512,512,,6,0.6980710601806641
block_butterfly,8,512,1024,,6,0.6922137451171875
block_butterfly,8,512,2048,,6,0.7030989074707031
block_butterfly,8,512,4096,,6,0.7036211395263672
block_butterfly,8,1024,1,,7,0.8022528076171875
block_butterfly,8,1024,2,,7,0.8023347473144531
block_butterfly,8,1024,4,,7,0.8061235046386719
block_butterfly,8,1024,8,,7,0.8057855987548828
block_butterfly,8,1024,16,,7,0.8042495727539063
block_butterfly,8,1024,32,,7,0.8062156677246094
block_butterfly,8,1024,64,,7,0.8095027160644531
block_butterfly,8,1024,128,,7,0.808622055053711
block_butterfly,8,1024,256,,7,0.81185791015625
block_butterfly,8,1024,512,,7,0.8085094451904297
block_butterfly,8,1024,1024,,7,0.8188211059570313
block_butterfly,8,1024,2048,,7,0.8206233978271484
block_butterfly,8,1024,4096,,7,1.234298858642578
block_butterfly,8,2048,1,,8,0.9115955352783203
block_butterfly,8,2048,2,,8,0.9122406768798829
block_butterfly,8,2048,4,,8,0.9157119750976562
block_butterfly,8,2048,8,,8,0.9133261108398437
block_butterfly,8,2048,16,,8,0.9140838623046875
block_butterfly,8,2048,32,,8,0.9233715057373046
block_butterfly,8,2048,64,,8,0.9151590728759765
block_butterfly,8,2048,128,,8,0.9154150390625
block_butterfly,8,2048,256,,8,0.9193881225585937
block_butterfly,8,2048,512,,8,0.9363046264648438
block_butterfly,8,2048,1024,,8,0.9340518188476562
block_butterfly,8,2048,2048,,8,1.4025216674804688
block_butterfly,8,2048,4096,,8,2.74408447265625
block_butterfly,8,4096,1,,9,1.0244198608398438
block_butterfly,8,4096,2,,9,1.034792938232422
block_butterfly,8,4096,4,,9,1.0344960021972656
block_butterfly,8,4096,8,,9,1.0324172973632812
block_butterfly,8,4096,16,,9,1.0303488159179688
block_butterfly,8,4096,32,,9,1.0446438598632812
block_butterfly,8,4096,64,,9,1.039831008911133
block_butterfly,8,4096,128,,9,1.03731201171875
block_butterfly,8,4096,256,,9,1.0507059478759766
block_butterfly,8,4096,512,,9,1.0527232360839844
block_butterfly,8,4096,1024,,9,1.5686553955078124
block_butterfly,8,4096,2048,,9,3.072491455078125
block_butterfly,8,4096,4096,,9,5.999882202148438
block_butterfly,16,512,1,,5,0.570777587890625
block_butterfly,16,512,2,,5,0.5732966232299804
block_butterfly,16,512,4,,5,0.5749964904785156
block_butterfly,16,512,8,,5,0.5758771133422852
block_butterfly,16,512,16,,5,0.5769728088378906
block_butterfly,16,512,32,,5,0.5772185516357422
block_butterfly,16,512,64,,5,0.5812736129760743
block_butterfly,16,512,128,,5,0.580423698425293
block_butterfly,16,512,256,,5,0.5801881790161133
block_butterfly,16,512,512,,5,0.5871923065185547
block_butterfly,16,512,1024,,5,0.5785087966918945
block_butterfly,16,512,2048,,5,0.5895679855346679
block_butterfly,16,512,4096,,5,0.5883903884887696
block_butterfly,16,1024,1,,6,0.6872064208984375
block_butterfly,16,1024,2,,6,0.6910566711425781
block_butterfly,16,1024,4,,6,0.6923366546630859
block_butterfly,16,1024,8,,6,0.68890625
block_butterfly,16,1024,16,,6,0.6899404907226563
block_butterfly,16,1024,32,,6,0.693391342163086
block_butterfly,16,1024,64,,6,0.6921932983398438
block_butterfly,16,1024,128,,6,0.6909849548339844
block_butterfly,16,1024,256,,6,0.6963097381591797
block_butterfly,16,1024,512,,6,0.6938111877441406
block_butterfly,16,1024,1024,,6,0.7017164611816407
block_butterfly,16,1024,2048,,6,0.7019827270507812
block_butterfly,16,1024,4096,,6,0.830904312133789
block_butterfly,16,2048,1,,7,0.8041881561279297
block_butterfly,16,2048,2,,7,0.8037375640869141
block_butterfly,16,2048,4,,7,0.8061337280273437
block_butterfly,16,2048,8,,7,0.8075468444824219
block_butterfly,16,2048,16,,7,0.8072704315185547
block_butterfly,16,2048,32,,7,0.8070758056640625
block_butterfly,16,2048,64,,7,0.8104447937011718
block_butterfly,16,2048,128,,7,0.8078950500488281
block_butterfly,16,2048,256,,7,0.8056012725830078
block_butterfly,16,2048,512,,7,0.8255078125
block_butterfly,16,2048,1024,,7,0.824975357055664
block_butterfly,16,2048,2048,,7,0.9808486175537109
block_butterfly,16,2048,4096,,7,1.8710426330566405
block_butterfly,16,4096,1,,8,0.9157734680175781
block_butterfly,16,4096,2,,8,0.9222860717773438
block_butterfly,16,4096,4,,8,0.9192038726806641
block_butterfly,16,4096,8,,8,0.9177497863769531
block_butterfly,16,4096,16,,8,0.9247641754150391
block_butterfly,16,4096,32,,8,0.9217740631103516
block_butterfly,16,4096,64,,8,0.9229618835449219
block_butterfly,16,4096,128,,8,0.9284095764160156
block_butterfly,16,4096,256,,8,0.9368985748291015
block_butterfly,16,4096,512,,8,0.9392742156982422
block_butterfly,16,4096,1024,,8,1.1355340576171875
block_butterfly,16,4096,2048,,8,2.1636505126953125
block_butterfly,16,4096,4096,,8,4.22751220703125
flatblock_butterfly,2,512,1,,,0.15349760055541992
flatblock_butterfly,2,512,2,,,0.15120384216308594
flatblock_butterfly,2,512,4,,,0.1496780776977539
flatblock_butterfly,2,512,8,,,0.14987263679504395
flatblock_butterfly,2,512,16,,,0.14969856262207032
flatblock_butterfly,2,512,32,,,0.1498624038696289
flatblock_butterfly,2,512,64,,,0.14969856262207032
flatblock_butterfly,2,512,128,,,0.14936063766479493
flatblock_butterfly,2,512,256,,,0.1510707187652588
flatblock_butterfly,2,512,512,,,0.15896575927734374
flatblock_butterfly,2,512,1024,,,0.15952896118164062
flatblock_butterfly,2,512,2048,,,0.3002060890197754
flatblock_butterfly,2,512,4096,,,0.5880524826049804
flatblock_butterfly,2,1024,1,,,0.15039487838745116
flatblock_butterfly,2,1024,2,,,0.14899200439453125
flatblock_butterfly,2,1024,4,,,0.14916607856750488
flatblock_butterfly,2,1024,8,,,0.14820351600646972
flatblock_butterfly,2,1024,16,,,0.14815232276916504
flatblock_butterfly,2,1024,32,,,0.14956543922424317
flatblock_butterfly,2,1024,64,,,0.1481932830810547
flatblock_butterfly,2,1024,128,,,0.15072256088256836
flatblock_butterfly,2,1024,256,,,0.15316991806030272
flatblock_butterfly,2,1024,512,,,0.159682559967041
flatblock_butterfly,2,1024,1024,,,0.30033920288085936
flatblock_butterfly,2,1024,2048,,,0.5884518432617187
flatblock_butterfly,2,1024,4096,,,1.1653324890136718
flatblock_butterfly,2,2048,1,,,0.14958592414855956
flatblock_butterfly,2,2048,2,,,0.14829567909240723
flatblock_butterfly,2,2048,4,,,0.14806015968322753
flatblock_butterfly,2,2048,8,,,0.14822400093078614
flatblock_butterfly,2,2048,16,,,0.14748671531677246
flatblock_butterfly,2,2048,32,,,0.1500160026550293
flatblock_butterfly,2,2048,64,,,0.14961664199829103
flatblock_butterfly,2,2048,128,,,0.14988287925720215
flatblock_butterfly,2,2048,256,,,0.15963135719299315
flatblock_butterfly,2,2048,512,,,0.3004006385803223
flatblock_butterfly,2,2048,1024,,,0.5890867233276367
flatblock_butterfly,2,2048,2048,,,1.1651174163818359
flatblock_butterfly,2,2048,4096,,,2.3164108276367186
flatblock_butterfly,2,4096,1,,,0.1497804832458496
flatblock_butterfly,2,4096,2,,,0.14775296211242675
flatblock_butterfly,2,4096,4,,,0.14782464027404785
flatblock_butterfly,2,4096,8,,,0.14798848152160646
flatblock_butterfly,2,4096,16,,,0.1477734375
flatblock_butterfly,2,4096,32,,,0.1505996799468994
flatblock_butterfly,2,4096,64,,,0.14993408203125
flatblock_butterfly,2,4096,128,,,0.1496883201599121
flatblock_butterfly,2,4096,256,,,0.3002060890197754
flatblock_butterfly,2,4096,512,,,0.5900799942016601
flatblock_butterfly,2,4096,1024,,,1.1659776306152343
flatblock_butterfly,2,4096,2048,,,2.3169842529296876
flatblock_butterfly,2,4096,4096,,,4.610375671386719
flatblock_butterfly,4,512,1,,,0.15036416053771973
flatblock_butterfly,4,512,2,,,0.14916607856750488
flatblock_butterfly,4,512,4,,,0.14823424339294433
flatblock_butterfly,4,512,8,,,0.14781439781188965
flatblock_butterfly,4,512,16,,,0.14799872398376465
flatblock_butterfly,4,512,32,,,0.14877696037292482
flatblock_butterfly,4,512,64,,,0.14911487579345703
flatblock_butterfly,4,512,128,,,0.1492787170410156
flatblock_butterfly,4,512,256,,,0.15078399658203126
flatblock_butterfly,4,512,512,,,0.15022080421447753
flatblock_butterfly,4,512,1024,,,0.15095808029174804
flatblock_butterfly,4,512,2048,,,0.16300031661987305
flatblock_butterfly,4,512,4096,,,0.3139379119873047
flatblock_butterfly,4,1024,1,,,0.14922752380371093
flatblock_butterfly,4,1024,2,,,0.14907391548156737
flatblock_butterfly,4,1024,4,,,0.14844927787780762
flatblock_butterfly,4,1024,8,,,0.148469762802124
flatblock_butterfly,4,1024,16,,,0.1490227222442627
flatblock_butterfly,4,1024,32,,,0.14910464286804198
flatblock_butterfly,4,1024,64,,,0.14887935638427735
flatblock_butterfly,4,1024,128,,,0.14990336418151856
flatblock_butterfly,4,1024,256,,,0.15011839866638182
flatblock_butterfly,4,1024,512,,,0.14972928047180176
flatblock_butterfly,4,1024,1024,,,0.1637990379333496
flatblock_butterfly,4,1024,2048,,,0.3159552001953125
flatblock_butterfly,4,1024,4096,,,0.6212198257446289
flatblock_butterfly,4,2048,1,,,0.1498624038696289
flatblock_butterfly,4,2048,2,,,0.1485414409637451
flatblock_butterfly,4,2048,4,,,0.14808064460754394
flatblock_butterfly,4,2048,8,,,0.1490329647064209
flatblock_butterfly,4,2048,16,,,0.1486131191253662
flatblock_butterfly,4,2048,32,,,0.14929920196533203
flatblock_butterfly,4,2048,64,,,0.14965760231018066
flatblock_butterfly,4,2048,128,,,0.1502617645263672
flatblock_butterfly,4,2048,256,,,0.15029248237609863
flatblock_butterfly,4,2048,512,,,0.1640345573425293
flatblock_butterfly,4,2048,1024,,,0.31687679290771487
flatblock_butterfly,4,2048,2048,,,0.6222540664672852
flatblock_butterfly,4,2048,4096,,,1.227294692993164
flatblock_butterfly,4,4096,1,,,0.15002623558044434
flatblock_butterfly,4,4096,2,,,0.14853119850158691
flatblock_butterfly,4,4096,4,,,0.14789631843566894
flatblock_butterfly,4,4096,8,,,0.1476300811767578
flatblock_butterfly,4,4096,16,,,0.14825471878051757
flatblock_butterfly,4,4096,32,,,0.15035391807556153
flatblock_butterfly,4,4096,64,,,0.14858240127563477
flatblock_butterfly,4,4096,128,,,0.14991359710693358
flatblock_butterfly,4,4096,256,,,0.16360448837280273
flatblock_butterfly,4,4096,512,,,0.3182899284362793
flatblock_butterfly,4,4096,1024,,,0.6239846420288085
flatblock_butterfly,4,4096,2048,,,1.2288102722167968
flatblock_butterfly,4,4096,4096,,,2.445004730224609
flatblock_butterfly,8,512,1,,,0.15112192153930665
flatblock_butterfly,8,512,2,,,0.1490022373199463
flatblock_butterfly,8,512,4,,,0.14898176193237306
flatblock_butterfly,8,512,8,,,0.14865407943725586
flatblock_butterfly,8,512,16,,,0.1490944004058838
flatblock_butterfly,8,512,32,,,0.148469762802124
flatblock_butterfly,8,512,64,,,0.14892031669616698
flatblock_butterfly,8,512,128,,,0.14879743576049806
flatblock_butterfly,8,512,256,,,0.14955519676208495
flatblock_butterfly,8,512,512,,,0.14950400352478027
flatblock_butterfly,8,512,1024,,,0.15011839866638182
flatblock_butterfly,8,512,2048,,,0.15131648063659667
flatblock_butterfly,8,512,4096,,,0.17148927688598634
flatblock_butterfly,8,1024,1,,,0.1502719974517822
flatblock_butterfly,8,1024,2,,,0.14841856002807619
flatblock_butterfly,8,1024,4,,,0.14881792068481445
flatblock_butterfly,8,1024,8,,,0.14803968429565428
flatblock_butterfly,8,1024,16,,,0.148787202835083
flatblock_butterfly,8,1024,32,,,0.1490124797821045
flatblock_butterfly,8,1024,64,,,0.14947327613830566
flatblock_butterfly,8,1024,128,,,0.14919679641723632
flatblock_butterfly,8,1024,256,,,0.1497804832458496
flatblock_butterfly,8,1024,512,,,0.15011839866638182
flatblock_butterfly,8,1024,1024,,,0.15042559623718263
flatblock_butterfly,8,1024,2048,,,0.17161216735839843
flatblock_butterfly,8,1024,4096,,,0.3321343994140625
flatblock_butterfly,8,2048,1,,,0.15054847717285155
flatblock_butterfly,8,2048,2,,,0.1486847972869873
flatblock_butterfly,8,2048,4,,,0.14913536071777345
flatblock_butterfly,8,2048,8,,,0.1484390354156494
flatblock_butterfly,8,2048,16,,,0.14818304061889648
flatblock_butterfly,8,2048,32,,,0.1490841579437256
flatblock_butterfly,8,2048,64,,,0.14955519676208495
flatblock_butterfly,8,2048,128,,,0.14881792068481445
flatblock_butterfly,8,2048,256,,,0.1501491165161133
flatblock_butterfly,8,2048,512,,,0.151398401260376
flatblock_butterfly,8,2048,1024,,,0.17546239852905274
flatblock_butterfly,8,2048,2048,,,0.3378790283203125
flatblock_butterfly,8,2048,4096,,,0.6604390716552735
flatblock_butterfly,8,4096,1,,,0.14928895950317383
flatblock_butterfly,8,4096,2,,,0.1488383960723877
flatblock_butterfly,8,4096,4,,,0.14788607597351075
flatblock_butterfly,8,4096,8,,,0.1484390354156494
flatblock_butterfly,8,4096,16,,,0.14792703628540038
flatblock_butterfly,8,4096,32,,,0.15024127960205078
flatblock_butterfly,8,4096,64,,,0.14931967735290527
flatblock_butterfly,8,4096,128,,,0.15172608375549315
flatblock_butterfly,8,4096,256,,,0.15115263938903808
flatblock_butterfly,8,4096,512,,,0.17757183074951172
flatblock_butterfly,8,4096,1024,,,0.3408998489379883
flatblock_butterfly,8,4096,2048,,,0.6626611328125
flatblock_butterfly,8,4096,4096,,,1.3017701721191406
flatblock_butterfly,16,512,1,,,0.15044608116149902
flatblock_butterfly,16,512,2,,,0.14766079902648926
flatblock_butterfly,16,512,4,,,0.1479372787475586
flatblock_butterfly,16,512,8,,,0.1480191993713379
flatblock_butterfly,16,512,16,,,0.14799872398376465
flatblock_butterfly,16,512,32,,,0.14897151947021484
flatblock_butterfly,16,512,64,,,0.14852095603942872
flatblock_butterfly,16,512,128,,,0.14836735725402833
flatblock_butterfly,16,512,256,,,0.14940159797668456
flatblock_butterfly,16,512,512,,,0.1509171199798584
flatblock_butterfly,16,512,1024,,,0.14955519676208495
flatblock_butterfly,16,512,2048,,,0.1506611156463623
flatblock_butterfly,16,512,4096,,,0.15148032188415528
flatblock_butterfly,16,1024,1,,,0.1500774383544922
flatblock_butterfly,16,1024,2,,,0.14804991722106933
flatblock_butterfly,16,1024,4,,,0.14811136245727538
flatblock_butterfly,16,1024,8,,,0.14853119850158691
flatblock_butterfly,16,1024,16,,,0.1479372787475586
flatblock_butterfly,16,1024,32,,,0.14962688446044922
flatblock_butterfly,16,1024,64,,,0.14947327613830566
flatblock_butterfly,16,1024,128,,,0.14955519676208495
flatblock_butterfly,16,1024,256,,,0.14948351860046385
flatblock_butterfly,16,1024,512,,,0.15030271530151368
flatblock_butterfly,16,1024,1024,,,0.15149056434631347
flatblock_butterfly,16,1024,2048,,,0.1509273624420166
flatblock_butterfly,16,1024,4096,,,0.25076736450195314
flatblock_butterfly,16,2048,1,,,0.14866432189941406
flatblock_butterfly,16,2048,2,,,0.1485414409637451
flatblock_butterfly,16,2048,4,,,0.14849023818969725
flatblock_butterfly,16,2048,8,,,0.148285436630249
flatblock_butterfly,16,2048,16,,,0.14807040214538575
flatblock_butterfly,16,2048,32,,,0.14941184043884279
flatblock_butterfly,16,2048,64,,,0.14940159797668456
flatblock_butterfly,16,2048,128,,,0.14939135551452637
flatblock_butterfly,16,2048,256,,,0.14937088012695313
flatblock_butterfly,16,2048,512,,,0.1500876808166504
flatblock_butterfly,16,2048,1024,,,0.1509171199798584
flatblock_butterfly,16,2048,2048,,,0.2560307121276855
flatblock_butterfly,16,2048,4096,,,0.49761280059814456
flatblock_butterfly,16,4096,1,,,0.14951423645019532
flatblock_butterfly,16,4096,2,,,0.14837759971618653
flatblock_butterfly,16,4096,4,,,0.14807040214538575
flatblock_butterfly,16,4096,8,,,0.14865407943725586
flatblock_butterfly,16,4096,16,,,0.14818304061889648
flatblock_butterfly,16,4096,32,,,0.14925824165344237
flatblock_butterfly,16,4096,64,,,0.14855168342590333
flatblock_butterfly,16,4096,128,,,0.14944255828857422
flatblock_butterfly,16,4096,256,,,0.151398401260376
flatblock_butterfly,16,4096,512,,,0.15130623817443847
flatblock_butterfly,16,4096,1024,,,0.2601164817810059
flatblock_butterfly,16,4096,2048,,,0.504606704711914
flatblock_butterfly,16,4096,4096,,,0.98661376953125
