group,b,c,M,N,a,d,batch_size,triton_ms,cuda_ms,cuda_error
group1,2,2,512,512,1,256,1,0.023852,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 1, 2, 2, 256, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,1,256,2,0.036529,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 1, 2, 2, 256, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,1,256,4,0.037623,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 1, 2, 2, 256, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,1,256,8,0.038470,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 1, 2, 2, 256, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,1,256,16,0.037737,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 1, 2, 2, 256, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,1,256,32,0.036774,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 1, 2, 2, 256, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,1,256,64,0.036182,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 1, 2, 2, 256, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,1,256,128,0.038336,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 1, 2, 2, 256, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,1,256,256,0.037974,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 1, 2, 2, 256, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,1,256,512,0.039667,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 1, 2, 2, 256, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,1,256,1024,0.037042,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 1, 2, 2, 256, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,1,256,2048,0.049609,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 1, 2, 2, 256, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,1,256,4096,0.085189,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 1, 2, 2, 256, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,2,128,1,0.024365,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 2, 2, 2, 128, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,2,128,2,0.037412,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 2, 2, 2, 128, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,2,128,4,0.037331,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 2, 2, 2, 128, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,2,128,8,0.037532,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 2, 2, 2, 128, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,2,128,16,0.038888,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 2, 2, 2, 128, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,2,128,32,0.037211,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 2, 2, 2, 128, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,2,128,64,0.038336,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 2, 2, 2, 128, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,2,128,128,0.038476,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 2, 2, 2, 128, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,2,128,256,0.038771,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 2, 2, 2, 128, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,2,128,512,0.038087,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 2, 2, 2, 128, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,2,128,1024,0.036991,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 2, 2, 2, 128, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,2,128,2048,0.049630,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 2, 2, 2, 128, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,2,128,4096,0.085146,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 2, 2, 2, 128, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,4,64,1,0.024726,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 4, 2, 2, 64, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,4,64,2,0.037634,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 4, 2, 2, 64, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,4,64,4,0.038114,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 4, 2, 2, 64, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,4,64,8,0.036995,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 4, 2, 2, 64, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,4,64,16,0.038685,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 4, 2, 2, 64, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,4,64,32,0.037869,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 4, 2, 2, 64, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,4,64,64,0.038618,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 4, 2, 2, 64, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,4,64,128,0.038949,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 4, 2, 2, 64, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,4,64,256,0.039362,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 4, 2, 2, 64, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,4,64,512,0.038085,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 4, 2, 2, 64, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,4,64,1024,0.037148,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 4, 2, 2, 64, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,4,64,2048,0.049633,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 4, 2, 2, 64, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,4,64,4096,0.085233,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 4, 2, 2, 64, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,8,32,1,0.024379,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 8, 2, 2, 32, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,8,32,2,0.038571,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 8, 2, 2, 32, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,8,32,4,0.038506,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 8, 2, 2, 32, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,8,32,8,0.038825,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 8, 2, 2, 32, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,8,32,16,0.037809,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 8, 2, 2, 32, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,8,32,32,0.043013,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 8, 2, 2, 32, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,8,32,64,0.037310,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 8, 2, 2, 32, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,8,32,128,0.037500,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 8, 2, 2, 32, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,8,32,256,0.038772,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 8, 2, 2, 32, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,8,32,512,0.038265,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 8, 2, 2, 32, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,8,32,1024,0.037025,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 8, 2, 2, 32, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,8,32,2048,0.049619,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 8, 2, 2, 32, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,8,32,4096,0.085225,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 8, 2, 2, 32, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,16,16,1,0.025020,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 16, 2, 2, 16, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,16,16,2,0.037741,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 16, 2, 2, 16, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,16,16,4,0.037063,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 16, 2, 2, 16, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,16,16,8,0.052702,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 16, 2, 2, 16, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,16,16,16,0.037408,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 16, 2, 2, 16, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,16,16,32,0.037329,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 16, 2, 2, 16, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,16,16,64,0.038001,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 16, 2, 2, 16, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,16,16,128,0.037707,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 16, 2, 2, 16, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,16,16,256,0.038461,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 16, 2, 2, 16, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,16,16,512,0.037650,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 16, 2, 2, 16, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,16,16,1024,0.037792,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 16, 2, 2, 16, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,16,16,2048,0.049626,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 16, 2, 2, 16, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,16,16,4096,0.085134,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 16, 2, 2, 16, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,32,8,1,0.024405,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 32, 2, 2, 8, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,32,8,2,0.036779,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 32, 2, 2, 8, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,32,8,4,0.037640,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 32, 2, 2, 8, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,32,8,8,0.037565,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 32, 2, 2, 8, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,32,8,16,0.039507,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 32, 2, 2, 8, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,32,8,32,0.037767,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 32, 2, 2, 8, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,32,8,64,0.037003,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 32, 2, 2, 8, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,32,8,128,0.038668,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 32, 2, 2, 8, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,32,8,256,0.037895,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 32, 2, 2, 8, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,32,8,512,0.036843,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 32, 2, 2, 8, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,32,8,1024,0.037065,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 32, 2, 2, 8, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,32,8,2048,0.049651,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 32, 2, 2, 8, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,32,8,4096,0.085179,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 32, 2, 2, 8, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,64,4,1,0.024710,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 64, 2, 2, 4, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,64,4,2,0.038270,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 64, 2, 2, 4, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,64,4,4,0.036974,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 64, 2, 2, 4, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,64,4,8,0.038384,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 64, 2, 2, 4, half, 4) in the .best file, nor could we find de"
group1,2,2,512,512,64,4,16,0.037315,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 64, 2, 2, 4, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,64,4,32,0.037047,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 64, 2, 2, 4, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,64,4,64,0.037661,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 64, 2, 2, 4, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,64,4,128,0.037785,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 64, 2, 2, 4, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,64,4,256,0.038618,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 64, 2, 2, 4, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,64,4,512,0.037643,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 64, 2, 2, 4, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,64,4,1024,0.038339,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 64, 2, 2, 4, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,64,4,2048,0.049657,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 64, 2, 2, 4, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,64,4,4096,0.085232,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 64, 2, 2, 4, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,128,2,1,0.024695,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 128, 2, 2, 2, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,128,2,2,0.038814,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 128, 2, 2, 2, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,128,2,4,0.039567,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 128, 2, 2, 2, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,128,2,8,0.037692,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 128, 2, 2, 2, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,128,2,16,0.037079,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 128, 2, 2, 2, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,128,2,32,0.038100,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 128, 2, 2, 2, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,128,2,64,0.038126,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 128, 2, 2, 2, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,128,2,128,0.037640,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 128, 2, 2, 2, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,128,2,256,0.039259,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 128, 2, 2, 2, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,128,2,512,0.038846,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 128, 2, 2, 2, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,128,2,1024,0.037491,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 128, 2, 2, 2, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,128,2,2048,0.049631,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 128, 2, 2, 2, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,128,2,4096,0.085196,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 128, 2, 2, 2, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,256,1,1,0.024362,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 256, 2, 2, 1, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,256,1,2,0.037868,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 256, 2, 2, 1, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,256,1,4,0.037090,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 256, 2, 2, 1, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,256,1,8,0.037103,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 256, 2, 2, 1, half, 4) in the .best file, nor could we find d"
group1,2,2,512,512,256,1,16,0.037272,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 256, 2, 2, 1, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,256,1,32,0.037439,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 256, 2, 2, 1, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,256,1,64,0.038912,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 256, 2, 2, 1, half, 4) in the .best file, nor could we find "
group1,2,2,512,512,256,1,128,0.038017,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 256, 2, 2, 1, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,256,1,256,0.040801,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 256, 2, 2, 1, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,256,1,512,0.038756,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 256, 2, 2, 1, half, 4) in the .best file, nor could we find"
group1,2,2,512,512,256,1,1024,0.037972,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 256, 2, 2, 1, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,256,1,2048,0.049355,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 256, 2, 2, 1, half, 4) in the .best file, nor could we fin"
group1,2,2,512,512,256,1,4096,0.084325,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 256, 2, 2, 1, half, 4) in the .best file, nor could we fin"
group1,2,2,1024,1024,1,512,1,0.024431,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 1, 2, 2, 512, half, 4) in the .best file, nor could we find d"
group1,2,2,1024,1024,1,512,2,0.038812,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 1, 2, 2, 512, half, 4) in the .best file, nor could we find d"
group1,2,2,1024,1024,1,512,4,0.038589,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 1, 2, 2, 512, half, 4) in the .best file, nor could we find d"
group1,2,2,1024,1024,1,512,8,0.038151,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 1, 2, 2, 512, half, 4) in the .best file, nor could we find d"
group1,2,2,1024,1024,1,512,16,0.038686,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 1, 2, 2, 512, half, 4) in the .best file, nor could we find "
group1,2,2,1024,1024,1,512,32,0.037077,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 1, 2, 2, 512, half, 4) in the .best file, nor could we find "
group1,2,2,1024,1024,1,512,64,0.037931,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 1, 2, 2, 512, half, 4) in the .best file, nor could we find "
group1,2,2,1024,1024,1,512,128,0.038087,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 1, 2, 2, 512, half, 4) in the .best file, nor could we find"
