,patterns,batch-size,algo,mean,median,iqr,times,bs_position,precision,device_name
0,"[[1, 48, 48, 1]]",25088,sparse,0.0003517820313572,0.0003517820313572,0.0,[0.0003517820313572884],bs_first,fp16,NVIDIA_A100-PCIE-40GB
1,"[[1, 48, 192, 1]]",25088,sparse,0.0036622136086225,0.0036622136086225,0.0,[0.003662213608622551],bs_first,fp16,NVIDIA_A100-PCIE-40GB
2,"[[1, 64, 64, 1]]",25088,sparse,0.001156950276345,0.001156950276345,0.0,[0.0011569502763450145],bs_first,fp16,NVIDIA_A100-PCIE-40GB
3,"[[1, 64, 256, 1]]",25088,sparse,0.009773351624608,0.009773351624608,3.1466782093049137e-05,"[0.009804818406701088, 0.009741884842514991]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
4,"[[1, 96, 96, 1]]",25088,sparse,0.0029492347501218,0.0029492347501218,0.0,[0.002949234750121832],bs_first,fp16,NVIDIA_A100-PCIE-40GB
5,"[[1, 96, 384, 1]]",25088,sparse,0.0351193242706358,0.0351193242706358,3.414256498217999e-05,"[0.03508518170565367, 0.03515346683561802]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
6,"[[1, 128, 128, 1]]",25088,sparse,0.0061855532228946,0.0061855532228946,2.2511929273615755e-06,"[0.0061878044158220295, 0.006183302029967308]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
7,"[[1, 128, 512, 1]]",25088,sparse,0.0618691385856696,0.0619032764807343,0.0002289884723722,"[0.0618783850222826, 0.06153581291437149, 0.06179889850318432, 0.06176549941301346, 0.06190592236816883, 0.06202072277665138, 0.0620759055018425, 0.061615126207470894, 0.062026722356677055, 0.06202451325953007, 0.061900630593299866, 0.06194918230175972, 0.061941877007484436, 0.061728741973638535]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
8,"[[1, 192, 48, 1]]",25088,sparse,0.0017694179527461,0.0017694179527461,0.0,[0.001769417952746153],bs_first,fp16,NVIDIA_A100-PCIE-40GB
9,"[[1, 192, 192, 1]]",25088,sparse,0.0201723949983716,0.0201723949983716,2.094823867082596e-05,"[0.020151446759700774, 0.020193343237042426]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
10,"[[1, 192, 768, 1]]",25088,sparse,0.2019443626826008,0.2020500609651208,0.0004185028374195,"[0.20201093703508377, 0.20208918489515781, 0.2021520584821701, 0.2023936603218317, 0.20141319371759892, 0.20178202539682388, 0.20235197618603706, 0.2012930680066347, 0.20219184458255768, 0.20211573876440525, 0.2016279324889183, 0.2019107323139906]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
11,"[[1, 256, 64, 1]]",25088,sparse,0.0045961454696953,0.0045961454696953,0.0,[0.00459614546969533],bs_first,fp16,NVIDIA_A100-PCIE-40GB
12,"[[1, 256, 256, 1]]",25088,sparse,0.0391720970161259,0.0391720970161259,2.361582592130124e-05,"[0.03919571284204722, 0.03914848119020462]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
13,"[[1, 256, 1024, 1]]",25088,sparse,0.3247502388743062,0.3247591452673077,0.0002362625673413,"[0.32499405182898045, 0.32465848699212074, 0.32454511150717735, 0.324817419052124, 0.3244137894362211, 0.3247231300920248, 0.3247951604425907, 0.3249404262751341, 0.3248644396662712, 0.3246132340282202, 0.3249690253287554, 0.3246685918420553]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
14,"[[1, 384, 96, 1]]",25088,sparse,0.0114566703327,0.0114566703327,1.1854153126477154e-05,"[0.011468524485826493, 0.011444816179573537]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
15,"[[1, 384, 384, 1]]",25088,sparse,0.1299134116958488,0.1299347672611475,0.0001831585541367,"[0.13005759939551353, 0.12964150868356228, 0.1299347672611475, 0.12996695190668106, 0.12994478456676006, 0.12992339953780174, 0.13040832802653313, 0.1299097239971161, 0.1297067366540432, 0.13001582585275173, 0.1295379027724266]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
16,"[[1, 512, 128, 1]]",25088,sparse,0.0282205575145781,0.0282205575145781,1.5612784773109262e-05,"[0.028204944729804993, 0.028236170299351215]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
17,"[[1, 512, 512, 1]]",25088,sparse,0.2265724946434299,0.2265426116064191,0.0003388077020645,"[0.22634820081293583, 0.2262038290500641, 0.22642155922949314, 0.22682001814246178, 0.22660616971552372, 0.22634613700211048, 0.22662216797471046, 0.22692361660301685, 0.2270972728729248, 0.226353719830513, 0.22647905349731445, 0.22664819099009037]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
18,"[[1, 768, 192, 1]]",25088,sparse,0.0670074621836344,0.0670033898204565,0.0001656459644436,"[0.0670033898204565, 0.06704461388289928, 0.06717576645314693, 0.06716766394674778, 0.06687802076339722, 0.06707330420613289, 0.06708181090652943, 0.06708487123250961, 0.0668961051851511, 0.06675559654831886, 0.06733378767967224, 0.06698918156325817, 0.06693928502500057, 0.06696602329611778, 0.06672251224517822]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
19,"[[1, 768, 768, 1]]",25088,sparse,0.6002748698617021,0.60011285264045,0.000632687471807,"[0.6010581329464912, 0.5988468807190657, 0.5997222904115915, 0.6001020148396492, 0.6000126209110022, 0.5999013762921095, 0.6022023428231478, 0.6001236904412508, 0.6008178759366274, 0.6003708373755217, 0.6003893446177244, 0.5997510310262442]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
20,"[[1, 1024, 256, 1]]",25088,sparse,0.1269966977027555,0.1270227339118719,0.0001073875464498,"[0.12714424543082714, 0.12680542655289173, 0.12708274461328983, 0.1269797682762146, 0.12692102789878845, 0.1270416472107172, 0.12706960551440716, 0.12700382061302662, 0.12679566256701946, 0.12707660160958767, 0.12697828002274036, 0.12706154212355614]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
21,"[[1, 1024, 1024, 1]]",25088,sparse,0.97172800047944,0.9716931143775582,0.0004199459217488,"[0.9726076498627663, 0.9703724309802055, 0.9719250667840242, 0.9715790767222643, 0.9727176278829575, 0.97176275216043, 0.9715263172984123, 0.972168130800128, 0.9715855792164803, 0.9718291200697422, 0.9716234765946865, 0.9710387773811817]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
22,"[[2, 48, 48, 1]]",25088,sparse,0.0009594388678669,0.0009594388678669,0.0,[0.000959438867866993],bs_first,fp16,NVIDIA_A100-PCIE-40GB
23,"[[2, 48, 192, 1]]",25088,sparse,0.0084909821860492,0.0084909821860492,1.2193713337183346e-05,"[0.00847878847271204, 0.008503175899386406]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
24,"[[2, 64, 64, 1]]",25088,sparse,0.0022093103267252,0.0022093103267252,0.0,[0.0022093103267252444],bs_first,fp16,NVIDIA_A100-PCIE-40GB
25,"[[2, 64, 256, 1]]",25088,sparse,0.0202896696515381,0.0202896696515381,1.7285998910664818e-05,"[0.0203069556504488, 0.020272383652627467]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
26,"[[2, 96, 96, 1]]",25088,sparse,0.0066893905401229,0.0066893905401229,6.751902401447123e-06,"[0.006682638637721538, 0.006696142442524433]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
27,"[[2, 96, 384, 1]]",25088,sparse,0.0681175594218075,0.068151356652379,7.567368447780609e-05,"[0.06811187602579594, 0.0679800696671009, 0.06829128414392471, 0.0681764967739582, 0.06770946830511093, 0.0681215263903141, 0.06809450685977936, 0.06818837486207485, 0.06814637593924999, 0.06818148493766785, 0.0682529117912054, 0.06815633736550808]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
28,"[[2, 128, 128, 1]]",25088,sparse,0.0127094293944537,0.0127094293944537,2.3170374333879307e-06,"[0.01271174643188715, 0.012707112357020378]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
29,"[[2, 128, 512, 1]]",25088,sparse,0.1191679226855437,0.1192101761698722,0.000212927814573,"[0.11925970017910004, 0.11940887197852135, 0.11935400031507015, 0.11922590434551239, 0.11903294548392296, 0.1192205548286438, 0.11904261820018291, 0.11924774199724197, 0.11895024217665195, 0.11903925985097885, 0.11919979751110077, 0.1190334353595972]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
30,"[[2, 192, 48, 1]]",25088,sparse,0.0039710534736514,0.0039710534736514,0.0,[0.003971053473651409],bs_first,fp16,NVIDIA_A100-PCIE-40GB
31,"[[2, 192, 192, 1]]",25088,sparse,0.0414259938523173,0.0414259938523173,4.708673804998398e-05,"[0.04137890711426735, 0.04147308059036732]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
32,"[[2, 192, 768, 1]]",25088,sparse,0.3719019134613601,0.3716034963726997,0.0005736015737056,"[0.372344633564353, 0.37160349637269974, 0.37654387205839157, 0.37173280119895935, 0.3716263100504875, 0.3708213623613119, 0.3709029946476221, 0.3714017625898123, 0.37127452343702316, 0.37099018320441246, 0.3716791085898876]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
33,"[[2, 256, 64, 1]]",25088,sparse,0.0098937709505359,0.0098930021747946,5.943700671195984e-06,"[0.009893002174794673, 0.00990009903907776, 0.009888211637735367]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
34,"[[2, 256, 256, 1]]",25088,sparse,0.0815250578408057,0.0815191306173801,6.092712283134461e-05,"[0.08151913061738014, 0.0815524011850357, 0.08155173063278198, 0.0813995748758316, 0.08151669055223465, 0.08153182081878185, 0.08159743808209896, 0.0816236063838005, 0.08175774849951267, 0.08149147406220436, 0.08146978728473186, 0.08149700798094273, 0.0813173409551382]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
35,"[[2, 256, 1024, 1]]",25088,sparse,0.622280601920052,0.622120538726449,0.0008388115093111,"[0.6213960368186235, 0.6221555359661579, 0.6216293089091778, 0.623137203976512, 0.622120538726449, 0.6231004074215889, 0.6219490114599466, 0.6214671265333891, 0.6238815691322088, 0.6221460271626711, 0.6221038550138474]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
36,"[[2, 384, 96, 1]]",25088,sparse,0.023290015105158,0.023290015105158,9.379349648931669e-07,"[0.023289077170193195, 0.023290953040122984]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
37,"[[2, 384, 384, 1]]",25088,sparse,0.2117179288444194,0.2116402760148048,0.0002582902088761,"[0.21150931157171726, 0.21162918768823147, 0.21133750304579735, 0.2116642314940691, 0.2117227464914322, 0.21222897060215473, 0.21266119740903378, 0.21171694993972778, 0.21164027601480484, 0.21137303858995438, 0.21141380444169044]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
38,"[[2, 512, 128, 1]]",25088,sparse,0.0467870358377695,0.0467870358377695,1.181289553642273e-05,"[0.046798848733305934, 0.04677522294223309]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
39,"[[2, 512, 512, 1]]",25088,sparse,0.3607757975432006,0.3606598488986492,0.0006838776171207,"[0.3604361843317747, 0.3610749561339617, 0.360393388196826, 0.3611661195755005, 0.36077031306922436, 0.3614994529634714, 0.36022098548710346, 0.36142673157155514, 0.3606598488986492, 0.36043713614344597, 0.36044865660369396]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
40,"[[2, 768, 192, 1]]",25088,sparse,0.1337104199143747,0.1337448945268988,0.0002173669636249,"[0.13376255705952644, 0.13343984447419643, 0.13372723199427128, 0.1338962260633707, 0.13392778113484383, 0.13364706002175808, 0.1335915643721819, 0.13388054631650448, 0.1337764598429203, 0.13350742124021053, 0.1335853561758995, 0.1337829902768135]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
41,"[[2, 768, 768, 1]]",25088,sparse,1.2077128634167211,1.2077408647164702,0.0001928275451064,"[1.2078885566443205, 1.2080508042126894, 1.2077484298497438, 1.2076566703617573, 1.2076403759419918, 1.2070917896926403, 1.2077332995831966, 1.2073597516864538, 1.2082738559693098, 1.2077632155269384, 1.207787873223424, 1.2075597383081913]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
42,"[[2, 1024, 256, 1]]",25088,sparse,0.2652304406898717,0.2652683882042765,0.0001496477052569,"[0.2650152277201414, 0.2652948498725891, 0.2652695570141077, 0.26531337574124336, 0.2654818370938301, 0.26520377211272717, 0.2653170805424452, 0.2652672193944454, 0.2652159258723259, 0.2650075014680624, 0.2653316408395767, 0.265047300606966]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
43,"[[2, 1024, 1024, 1]]",25088,sparse,1.9916446870192883,1.9916343335062263,0.0007151952013373,"[1.9912864789366722, 1.9910806473344564, 1.9928064346313477, 1.9917181842029095, 1.9908846039324999, 1.9922667276114225, 1.9915504828095436, 1.9918941278010607, 1.9908444248139858, 1.9921184815466404, 1.9917620830237865, 1.9915235675871372]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
44,"[[3, 48, 48, 1]]",25088,sparse,0.0013035824522376,0.0013035824522376,0.0,[0.001303582452237606],bs_first,fp16,NVIDIA_A100-PCIE-40GB
45,"[[3, 48, 192, 1]]",25088,sparse,0.0121064778417348,0.0121020074933767,3.189612179994514e-05,"[0.012102007493376732, 0.012076816894114018, 0.01214060913771391]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
46,"[[3, 64, 64, 1]]",25088,sparse,0.0036581211723387,0.0036581211723387,0.0,[0.0036581211723387243],bs_first,fp16,NVIDIA_A100-PCIE-40GB
47,"[[3, 64, 256, 1]]",25088,sparse,0.0303020465187728,0.0303020465187728,1.5968922525644302e-05,"[0.030318015441298484, 0.030286077596247196]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
48,"[[3, 96, 96, 1]]",25088,sparse,0.0093391147442162,0.0093391147442162,1.0799337178469743e-05,"[0.009328315407037735, 0.009349914081394673]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
49,"[[3, 96, 384, 1]]",25088,sparse,0.1032470678194211,0.103191040456295,0.0001542828977108,"[0.1032846849411726, 0.10329112038016319, 0.10311219282448292, 0.10314604081213474, 0.10351336002349854, 0.10313683748245239, 0.10326985083520412, 0.10319104045629501, 0.10361741110682487, 0.10309671238064766, 0.10316289216279984, 0.10303653031587601, 0.10335320793092251]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
50,"[[3, 128, 128, 1]]",25088,sparse,0.0221525375731289,0.0221525375731289,2.319971099495888e-05,"[0.02212933786213398, 0.0221757372841239]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
51,"[[3, 128, 512, 1]]",25088,sparse,0.210759209130298,0.2105463407933712,0.0006117485463619,"[0.21010720543563366, 0.21019646897912025, 0.2101985104382038, 0.2124751042574644, 0.21062204241752625, 0.21066808328032494, 0.2102443166077137, 0.2105463407933712, 0.21187170036137104, 0.2104232870042324, 0.21099824085831642]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
52,"[[3, 192, 48, 1]]",25088,sparse,0.0056132652796804,0.0056132652796804,9.710900485526005e-07,"[0.005612294189631939, 0.005614236369729042]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
53,"[[3, 192, 192, 1]]",25088,sparse,0.0575891385786235,0.0575891385786235,1.2749340385198591e-05,"[0.057601887919008735, 0.05757638923823834]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
54,"[[3, 192, 768, 1]]",25088,sparse,0.5225857744614283,0.5224099038168788,0.0005125827156007,"[0.5222302824258804, 0.5227606110274792, 0.5223639886826277, 0.5225732307881117, 0.5221229065209627, 0.5222533978521824, 0.523138178512454, 0.5223207976669073, 0.5239177998155355, 0.5227600652724504, 0.5224558189511299, 0.5221322160214186]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
55,"[[3, 256, 64, 1]]",25088,sparse,0.014245403651148,0.014245403651148,4.854332655667218e-06,"[0.014250257983803749, 0.014240549318492413]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
56,"[[3, 256, 256, 1]]",25088,sparse,0.1199996550567448,0.1200645640492439,0.0003317734226584,"[0.11953569762408733, 0.12005772069096565, 0.12029764242470264, 0.11987067386507988, 0.12018434330821037, 0.11955483071506023, 0.1200714074075222, 0.12017066404223442, 0.12033856473863125, 0.11975722014904022, 0.12003118731081486, 0.1201259084045887]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
57,"[[3, 256, 1024, 1]]",25088,sparse,0.922519322639952,0.9225996788591146,0.0008298810571432,"[0.9230381194502115, 0.9229407235980034, 0.9222444649785757, 0.9230315890163183, 0.9235651399940252, 0.9220799673348665, 0.921470770612359, 0.922886410728097, 0.9223129469901323, 0.9222818277776241, 0.9231964740902185, 0.9211834371089935]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
58,"[[3, 384, 96, 1]]",25088,sparse,0.0332077386478583,0.033205833658576,6.81597739457529e-06,"[0.03320583365857601, 0.03321550711989403, 0.033201875165104866]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
59,"[[3, 384, 384, 1]]",25088,sparse,0.3559727996277312,0.3559160409495234,0.0004827119410037,"[0.35591671988368034, 0.3555457554757595, 0.3561684563755989, 0.35526520758867264, 0.35591536201536655, 0.356215663254261, 0.3558640331029892, 0.35574799217283726, 0.35607536137104034, 0.35554620809853077, 0.35647133365273476, 0.35694150254130363]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
60,"[[3, 512, 128, 1]]",25088,sparse,0.0787605337488154,0.0778630748391151,0.0001305602490901,"[0.08814525231719017, 0.07844431325793266, 0.07787111215293407, 0.07793446816504002, 0.07781831920146942, 0.07778446562588215, 0.07781783491373062, 0.07778792083263397, 0.07779345847666264, 0.07790842279791832, 0.07785503752529621, 0.07796579971909523]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
61,"[[3, 512, 512, 1]]",25088,sparse,0.6881466265767813,0.6882279179990292,0.0004737982526421,"[0.6891069784760475, 0.687976535409689, 0.6878867615014315, 0.6882418114691973, 0.6876012552529573, 0.688362617045641, 0.6882287543267012, 0.6882647052407265, 0.6888708211481571, 0.6875759437680244, 0.6874162536114454, 0.6882270816713572]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
62,"[[3, 768, 192, 1]]",25088,sparse,0.2072007044528921,0.2071860246360302,0.0001587020233273,"[0.20723992213606834, 0.207264119759202, 0.2073253747075796, 0.20718441158533096, 0.20701757073402405, 0.2070809118449688, 0.20708938874304295, 0.2070751804858446, 0.20720400102436543, 0.20764008350670338, 0.20718763768672943, 0.20709985122084618]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
63,"[[3, 768, 768, 1]]",25088,sparse,1.884247799827294,1.8838723003864288,0.0011569978669285,"[1.8850109037011862, 1.8838658705353737, 1.88644103333354, 1.8866848666220903, 1.882455313578248, 1.8832297585904598, 1.884191032499075, 1.8838723003864288, 1.8836829401552677, 1.883075987920165, 1.8842157907783985]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
64,"[[3, 1024, 256, 1]]",25088,sparse,0.4777401078802843,0.4776118695735931,0.0003736661747097,"[0.47726496309041977, 0.47779953852295876, 0.4776631873100996, 0.477529788389802, 0.4779865927994251, 0.4774134512990713, 0.4777620565146208, 0.4772457405924797, 0.47749236412346363, 0.47798785753548145, 0.4775605518370867, 0.4791752025485039]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
65,"[[3, 1024, 1024, 1]]",25088,sparse,3.855217225849629,3.854666428640485,0.0011596828699111,"[3.852882008999586, 3.854964619502425, 3.854112619534135, 3.852692097425461, 3.856777172535658, 3.86460299231112, 3.855080261826515, 3.8545129522681236, 3.8542288783937693, 3.854935672134161, 3.8529975302517414, 3.854819905012846]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
66,"[[4, 48, 48, 1]]",25088,sparse,0.0023452080413699,0.0023452080413699,0.0,[0.002345208041369915],bs_first,fp16,NVIDIA_A100-PCIE-40GB
67,"[[4, 48, 192, 1]]",25088,sparse,0.0158736863483985,0.0158689191564917,8.72956588864049e-06,"[0.01586734037846327, 0.015868919156491756, 0.015884799510240556]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
68,"[[4, 64, 64, 1]]",25088,sparse,0.0046187981031835,0.0046187981031835,1.2776162475346478e-05,"[0.0046315742656588554, 0.004606021940708161]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
69,"[[4, 64, 256, 1]]",25088,sparse,0.0420410911552608,0.0420410911552608,2.3474823683491963e-05,"[0.0420645659789443, 0.0420176163315773]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
70,"[[4, 96, 96, 1]]",25088,sparse,0.0133015537634491,0.0133015537634491,2.5777146220196806e-06,"[0.013298976048827172, 0.013304131478071213]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
71,"[[4, 96, 384, 1]]",25088,sparse,0.1295214619200963,0.1295407973229885,0.0002477373927831,"[0.12961760349571705, 0.12938313744962215, 0.1293736882507801, 0.12938349321484566, 0.12963123060762882, 0.1295407973229885, 0.12967859208583832, 0.12943183816969395, 0.1292819269001484, 0.1295671034604311, 0.12964654341340065, 0.12976512126624584, 0.12947792932391167]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
72,"[[4, 128, 128, 1]]",25088,sparse,0.0295605992898345,0.0295555191114544,1.2317113578321631e-05,"[0.029555519111454487, 0.029550822265446187, 0.029575456492602827]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
73,"[[4, 128, 512, 1]]",25088,sparse,0.2383364737033844,0.2383389389142394,0.0003662430681288,"[0.23848740197718143, 0.23970653489232063, 0.23833854496479034, 0.23843340761959553, 0.23833933286368847, 0.2384079173207283, 0.2380269132554531, 0.2378908358514309, 0.2381255328655243, 0.2378633450716734, 0.23805509135127068, 0.23836282640695572]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
74,"[[4, 192, 48, 1]]",25088,sparse,0.0093466733271876,0.0093446100130677,1.9178539514540585e-05,"[0.009344610013067722, 0.009328526444733143, 0.009366883523762226]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
75,"[[4, 192, 192, 1]]",25088,sparse,0.0700555190443992,0.0700381509959697,0.0004013441503047,"[0.07033484429121017, 0.07001863233745098, 0.0699878316372633, 0.07011700794100761, 0.06967142410576344, 0.06976325064897537, 0.07034883461892605, 0.07010525278747082, 0.07020309939980507, 0.0704599916934967, 0.07028530538082123, 0.0698134433478117, 0.06986789777874947, 0.07003815099596977, 0.06981781870126724]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
76,"[[4, 192, 768, 1]]",25088,sparse,0.5933964210562408,0.5932816714048386,0.0008464599959552,"[0.5925555787980556, 0.5932303164154291, 0.5953710544854403, 0.5930774789303541, 0.594097800552845, 0.5926445554941893, 0.5937303397804499, 0.5935347285121679, 0.593333026394248, 0.5930073093622923, 0.5938613042235374, 0.5923135597258806]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
77,"[[4, 256, 64, 1]]",25088,sparse,0.0178538424894213,0.0178538424894213,1.1792965233323877e-05,"[0.017842049524188042, 0.017865635454654694]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
78,"[[4, 256, 256, 1]]",25088,sparse,0.1307997828857465,0.1307325102388858,0.0002671005204319,"[0.1306170728057623, 0.13071737624704838, 0.13060702942311764, 0.13085458427667618, 0.13064306415617466, 0.13061482831835747, 0.13093975372612476, 0.13073251023888588, 0.13074898347258568, 0.131049957126379, 0.1312724519520998]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
79,"[[4, 256, 1024, 1]]",25088,sparse,0.9711140275678852,0.9711048807948828,0.0003157798200845,"[0.9707413874566555, 0.9702991489320993, 0.971403956413269, 0.9711206220090389, 0.9711048807948828, 0.9710542801767588, 0.970970157533884, 0.971838241443038, 0.9711402226239443, 0.9709424618631601, 0.9716389440000057]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
80,"[[4, 384, 96, 1]]",25088,sparse,0.0458939327858388,0.0458939327858388,1.3973843306307188e-05,"[0.045907906629145144, 0.04587995894253254]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
81,"[[4, 384, 384, 1]]",25088,sparse,0.4248451471018294,0.4247287940233946,0.0006657112389802,"[0.42509898357093334, 0.42537451162934303, 0.4243860300630331, 0.4245408624410629, 0.42591819167137146, 0.4245768990367651, 0.4245481789112091, 0.42509218864142895, 0.42488068901002407, 0.42418282106518745, 0.4241561219096184, 0.42538628727197647]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
82,"[[4, 512, 128, 1]]",25088,sparse,0.0972661292180419,0.0972332302480936,7.690116763114929e-05,"[0.09719919599592686, 0.097236268222332, 0.0972746517509222, 0.09728458523750305, 0.09725025109946728, 0.09723019227385521, 0.09722209721803665, 0.09711091220378876, 0.09720057994127274, 0.09713642857968807, 0.09735044278204441, 0.09769794531166553]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
83,"[[4, 512, 512, 1]]",25088,sparse,0.742476879619062,0.7424693619832397,0.0005540777929127,"[0.7420529201626778, 0.742236053571105, 0.7428291440010071, 0.743129787966609, 0.7428577207028866, 0.742102824151516, 0.7427190318703651, 0.7425019070506096, 0.7424820754677057, 0.7421466987580061, 0.7424566484987736, 0.7422077432274818]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
84,"[[4, 768, 192, 1]]",25088,sparse,0.2732160147279501,0.273168483749032,0.0002907430753111,"[0.27307136729359627, 0.27311067655682564, 0.2728977669030428, 0.27349486760795116, 0.2732502520084381, 0.27299814112484455, 0.2734007425606251, 0.2729724645614624, 0.273212768137455, 0.273168483749032, 0.27379863150417805]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
85,"[[4, 768, 768, 1]]",25088,sparse,2.452255447649143,2.452637508511544,0.0023796698078513,"[2.4502767007797956, 2.4533126801252365, 2.4536691643297672, 2.4522150438278913, 2.4529113676398993, 2.4508924447000027, 2.4512574393302202, 2.453792367130518, 2.4502486642450094, 2.453596543520689, 2.4526375085115433]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
86,"[[4, 1024, 256, 1]]",25088,sparse,0.6048442331904714,0.6046957466751337,0.0002543702721595,"[0.6047662030905485, 0.6057833861559629, 0.6046203561127186, 0.6056381538510323, 0.6046957466751337, 0.6045640204101801, 0.6048187837004662, 0.6044829040765762, 0.6044838596135378, 0.6048435643315315, 0.6045895870774984]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
87,"[[4, 1024, 1024, 1]]",25088,sparse,4.7243067164284485,4.723961520008743,0.0009245434775948,"[4.723921310156584, 4.723305262625217, 4.730063494294882, 4.723460899665952, 4.722392115741968, 4.72320275940001, 4.724001729860902, 4.724358476698399, 4.723776116967201, 4.724047550931573, 4.724342552945018, 4.72480832785368]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
88,"[[6, 48, 48, 1]]",25088,sparse,0.0027067944407463,0.0027067944407463,0.0,[0.0027067944407463073],bs_first,fp16,NVIDIA_A100-PCIE-40GB
89,"[[6, 48, 192, 1]]",25088,sparse,0.0240114809013903,0.0240114809013903,6.369408220050637e-06,"[0.02400511149317026, 0.024017850309610365]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
90,"[[6, 64, 64, 1]]",25088,sparse,0.0072361112261811,0.0072372984141111,4.558544605970556e-06,"[0.007230959087610245, 0.007237298414111137, 0.007240076176822185]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
91,"[[6, 64, 256, 1]]",25088,sparse,0.0568202139379886,0.056789107620716,0.0001782681792974,"[0.05685261823236942, 0.05648140050470829, 0.056833647191524506, 0.05659475550055504, 0.056735703721642494, 0.056596480309963226, 0.05742754600942135, 0.056674350053071976, 0.05671321228146553, 0.05682973004877567, 0.056789107620716095, 0.05706653743982315, 0.057067692279815674]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
