patterns,batch-size,algo,mean,median,iqr,times,bs_position,precision,device_name
"[[1, 256, 256, 16]]",25088,dense,0.004622366,0.004622366,0,[0.004622366372495889],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 256, 24]]",25088,dense,0.008871611,0.008871611,3.71E-05,"[0.008834555931389331, 0.008908666484057904]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 256, 32]]",25088,dense,0.01606136,0.01606136,8.30E-05,"[0.015978365577757357, 0.01614435501396656]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 256, 48]]",25088,dense,0.037301023,0.037301023,0.000181178,"[0.03711984436959028, 0.037482200935482976]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 256, 64]]",25088,dense,0.0649081,0.063954659,0.002142401,"[0.06285331211984158, 0.0627545528113842, 0.0657533872872591, 0.0639714878052473, 0.06361356005072594, 0.0636109858751297, 0.06361870467662811, 0.06319559551775455, 0.06458302214741707, 0.063954658806324, 0.06657829880714417, 0.0696101225912571, 0.06970760971307755]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 256, 96]]",25088,dense,0.158753346,0.158270287,0.003561653,"[0.1573930773884058, 0.15599126555025578, 0.16070435009896755, 0.16232237219810486, 0.1588862519711256, 0.1572002898901701, 0.15634862333536148, 0.15698237903416157, 0.1576543226838112, 0.16154033690690994, 0.1607168111950159, 0.15930007584393024]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 256, 128]]",25088,dense,0.288742478,0.291009724,0.011032056,"[0.28399189934134483, 0.29328760504722595, 0.2902568131685257, 0.2967312913388014, 0.29100972414016724, 0.2910222467035055, 0.29113717935979366, 0.311225488781929, 0.27836877293884754, 0.27271768637001514, 0.27641855366528034]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 2]]",25088,dense,0.000308765,0.000308765,0,[0.0003087652660906315],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 3]]",25088,dense,0.000628941,0.000628941,0,[0.0006289408542215824],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 4]]",25088,dense,0.001104642,0.001104642,0,[0.0011046418361365794],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 6]]",25088,dense,0.002242177,0.002242177,0,[0.0022421766258776186],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 8]]",25088,dense,0.004050141,0.004050141,0,[0.0040501408278942105],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 12]]",25088,dense,0.008897868,0.008897868,1.72E-05,"[0.008880621008574962, 0.008915114402770995]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 16]]",25088,dense,0.015965019,0.015965019,4.27E-05,"[0.016007681377232075, 0.015922355838119982]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 24]]",25088,dense,0.037212841,0.037212841,0.000255949,"[0.03746879007667303, 0.03695689253509045]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 32]]",25088,dense,0.066393541,0.063835237,0.002310297,"[0.07228932902216911, 0.06383523717522621, 0.0634063258767128, 0.06444903835654259, 0.06380749307572842, 0.06352839805185795, 0.06338007375597954, 0.06349653005599976, 0.08049100637435913, 0.06638838164508343, 0.06525714136660099]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 48]]",25088,dense,0.173760672,0.167953121,0.004504235,"[0.1671789474785328, 0.2107313945889473, 0.16803758777678013, 0.16707839630544186, 0.1674358081072569, 0.1675842758268118, 0.17302423156797886, 0.18356860056519508, 0.17100432328879833, 0.1679531205445528, 0.16777070797979832]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 64]]",25088,dense,0.308627359,0.303529495,0.017734555,"[0.32316649705171585, 0.2985205240547657, 0.3007535245269537, 0.3226819150149822, 0.30034094862639904, 0.30000113509595394, 0.320245411247015, 0.30352949537336826, 0.3011015485972166, 0.3163181710988283, 0.30824178270995617]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 96]]",25088,dense,0.705931043,0.70834435,0.005013947,"[0.6889277268201113, 0.7077184990048409, 0.7104930710047483, 0.7017453853040934, 0.7044596429914236, 0.7092384546995163, 0.7052880749106407, 0.703919742256403, 0.7096390966325998, 0.7116431891918182, 0.7089702002704144, 0.7091294303536415]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 128]]",25088,dense,1.294250219,1.295384483,0.007624778,"[1.2781295161694288, 1.2914394866675138, 1.2815434467047453, 1.2917866073548794, 1.2932510282844305, 1.2953844834119081, 1.2965178526937962, 1.3042133264243603, 1.3060110099613667, 1.299767853692174, 1.2987077962607145]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 2]]",25088,dense,0.00010161,0.00010161,0,[0.00010161038488149644],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 3]]",25088,dense,0.000118906,0.000118906,0,[0.00011890634894371033],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 4]]",25088,dense,0.000174758,0.000174758,0,[0.0001747584715485573],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 6]]",25088,dense,0.000391293,0.000391293,0,[0.00039129259064793584],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 8]]",25088,dense,0.000658562,0.000658562,0,[0.0006585622765123844],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 12]]",25088,dense,0.001648078,0.001648078,0,[0.0016480776481330394],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 16]]",25088,dense,0.002772579,0.002772579,0,[0.00277257876470685],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 24]]",25088,dense,0.006047081,0.006047081,2.48E-05,"[0.006071872264146805, 0.006022289954125881]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 32]]",25088,dense,0.010371189,0.010371189,8.23E-05,"[0.010288937762379647, 0.010453440435230731]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 48]]",25088,dense,0.020226968,0.020226968,5.17E-05,"[0.020278637669980525, 0.020175299234688283]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 64]]",25088,dense,0.03683299,0.03683299,0.000822369,"[0.036010621674358846, 0.037655359134078026]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 96]]",25088,dense,0.083161164,0.082647699,0.001703716,"[0.08490521088242531, 0.08297294564545155, 0.08214603736996651, 0.08232245221734047, 0.08217958174645901, 0.08161264657974243, 0.08314128965139389, 0.08827336505055428, 0.08332013711333275, 0.08062521927058697, 0.08545618504285812, 0.08097889460623264]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 128]]",25088,dense,0.146595815,0.146054056,0.001375173,"[0.14573548547923565, 0.1457612905651331, 0.14742534048855305, 0.14962834864854813, 0.14629661478102207, 0.14918080531060696, 0.14615955017507076, 0.14585879631340504, 0.14514784514904022, 0.14703156985342503, 0.14594856277108192, 0.144975570961833]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 2]]",25088,dense,0.000167409,0.000167409,0,[0.00016740899533033372],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 3]]",25088,dense,0.00036398,0.00036398,0,[0.0003639804013073444],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 4]]",25088,dense,0.000712472,0.000712472,0,[0.0007124721072614193],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 6]]",25088,dense,0.001456936,0.001456936,0,[0.0014569362066686154],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 8]]",25088,dense,0.002466388,0.002466388,0,[0.002466388139873743],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 12]]",25088,dense,0.005230342,0.005230342,0,[0.005230341572314501],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 16]]",25088,dense,0.008854985,0.008854985,6.23E-07,"[0.008855608105659486, 0.008854362741112709]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 24]]",25088,dense,0.020218832,0.020218832,0.000104481,"[0.0203233128413558, 0.020114351250231265]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 32]]",25088,dense,0.037210337,0.037210337,0.001066344,"[0.036143993213772777, 0.03827668093144894]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 48]]",25088,dense,0.08246078,0.081724366,0.003872955,"[0.0813330952078104, 0.08012162707746029, 0.08011316508054733, 0.08010733127593994, 0.08010243251919746, 0.0800936333835125, 0.08010561764240265, 0.08251546323299408, 0.0888966154307127, 0.08780818618834019, 0.08451045863330364, 0.08447050489485264, 0.08215714804828167, 0.08211563713848591]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 64]]",25088,dense,0.159651615,0.158226414,0.002637925,"[0.15822641365230083, 0.17214082926511765, 0.15670308098196983, 0.15928000397980213, 0.15717113204300404, 0.15711590833961964, 0.15705343335866928, 0.16028288565576077, 0.1612058039754629, 0.15887581929564476, 0.1581124532967806]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 96]]",25088,dense,0.37019045,0.371801851,0.009305451,"[0.36315269209444523, 0.35923957452178, 0.36247508600354195, 0.36789777502417564, 0.37234456092119217, 0.3781966883689165, 0.3718018513172865, 0.37663359194993973, 0.37302777729928493, 0.37068142369389534, 0.3766439240425825]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 128]]",25088,dense,0.67423453,0.679206938,0.011706059,"[0.6634343937039375, 0.6363186705857515, 0.6837766990065575, 0.6752380840480328, 0.6836966127157211, 0.6825050879269838, 0.6792069375514984, 0.6756384093314409, 0.6675514988601208, 0.6805561408400536, 0.6886573005467653]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 2]]",25088,dense,9.01E-05,9.01E-05,0,[9.013921022415162e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 3]]",25088,dense,0.000173789,0.000173789,0,[0.00017378868535161018],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 4]]",25088,dense,0.000311354,0.000311354,0,[0.00031135443598032],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 6]]",25088,dense,0.000658781,0.000658781,0,[0.000658781249076128],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 8]]",25088,dense,0.001170971,0.001170971,0,[0.0011709711141884326],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 12]]",25088,dense,0.002759246,0.002759246,0,[0.002759246286004782],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 16]]",25088,dense,0.004984131,0.004984131,0,[0.004984130766242743],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 24]]",25088,dense,0.010279958,0.010279958,7.62E-08,"[0.010280034318566323, 0.010279881954193115]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 32]]",25088,dense,0.016788281,0.016788281,1.05E-06,"[0.01678722947835922, 0.016789332032203674]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 48]]",25088,dense,0.036856285,0.036856285,0.000506232,"[0.036350053176283835, 0.03736251723021269]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 64]]",25088,dense,0.064813021,0.064696753,0.000939639,"[0.06428588926792145, 0.06469675339758396, 0.06479009054601192, 0.06532959640026093, 0.06397300586104393, 0.06509942561388016, 0.06398978643119335, 0.06371042877435684, 0.0648014210164547, 0.06330818496644497, 0.06491264514625072, 0.06978295557200909, 0.06388908438384533]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 96]]",25088,dense,0.147974585,0.147106758,0.00515645,"[0.14636568911373615, 0.14706789888441563, 0.1531547773629427, 0.15136072412133217, 0.1459017489105463, 0.15165869519114494, 0.14718053862452507, 0.1471456177532673, 0.1464147698134184, 0.151542441919446, 0.14496272429823875, 0.14293939247727394]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 128]]",25088,dense,0.268311108,0.267282499,0.008265209,"[0.2745832446962595, 0.26254865527153015, 0.26908959075808525, 0.26607642881572247, 0.2776101157069206, 0.2672824990004301, 0.269498223438859, 0.2650023940950632, 0.2611590977758169, 0.2551402933895588, 0.28343164920806885]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 2]]",25088,dense,0.000286061,0.000286061,0,[0.0002860606648027897],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 3]]",25088,dense,0.000723697,0.000723697,0,[0.0007236965000629425],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 4]]",25088,dense,0.001162021,0.001162021,0,[0.0011620212346315384],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 6]]",25088,dense,0.002469817,0.002469817,0,[0.0024698171950876713],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 8]]",25088,dense,0.004689534,0.004689534,0,[0.004689534194767475],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 12]]",25088,dense,0.008943693,0.008943693,9.90E-05,"[0.009042707271873951, 0.008844679035246373]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 16]]",25088,dense,0.015963461,0.015963461,3.97E-05,"[0.01592376418411732, 0.01600315757095814]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 24]]",25088,dense,0.037339094,0.037339094,0.000588571,"[0.036750522628426555, 0.03792766481637955]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 32]]",25088,dense,0.065264879,0.063767826,0.00238701,"[0.0630473755300045, 0.0638265609741211, 0.06362988986074924, 0.06362553127110004, 0.06362573243677616, 0.0634731687605381, 0.0637678261846304, 0.06349856220185757, 0.0658160075545311, 0.0660125408321619, 0.071083327755332, 0.07002509944140911, 0.06701179780066013]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 48]]",25088,dense,0.157571453,0.158751639,0.003934078,"[0.1529417596757412, 0.15746034309267998, 0.16215641237795353, 0.15875436551868916, 0.15978631749749184, 0.15875163860619068, 0.15640383400022984, 0.15907393209636211, 0.16084530763328075, 0.1545882597565651, 0.15252380818128586]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 64]]",25088,dense,0.288148392,0.290305045,0.008173006,"[0.27706407383084297, 0.2903050445020199, 0.2835726775228977, 0.2998866979032755, 0.29198465310037136, 0.29642647318542004, 0.29202660359442234, 0.28998168744146824, 0.28409256786108017, 0.2910130601376295, 0.27327876910567284]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 96]]",25088,dense,0.672956109,0.676099996,0.011198455,"[0.657027306035161, 0.6350465174764395, 0.6795705407857895, 0.674343341961503, 0.6820781491696835, 0.6855152193456888, 0.6732290647923946, 0.6860842276364565, 0.6778566502034664, 0.6837653275579214, 0.6721244975924492, 0.6688324622809887]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 128]]",25088,dense,1.2481357,1.254958224,0.021884024,"[1.2391611952334642, 1.2448072656989098, 1.240240439772606, 1.231869364157319, 1.2028104681521654, 1.2549582235515118, 1.2586008962243795, 1.258312338963151, 1.2647166308015585, 1.2645687870681286, 1.2694470882415771]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 2]]",25088,dense,0.000177564,0.000177564,0,[0.00017756391316652297],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 3]]",25088,dense,0.000389453,0.000389453,0,[0.0003894532658159733],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 4]]",25088,dense,0.000643477,0.000643477,0,[0.0006434774212539196],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 6]]",25088,dense,0.001629188,0.001629188,0,[0.0016291876323521136],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 8]]",25088,dense,0.002775876,0.002775876,0,[0.0027758758515119553],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 12]]",25088,dense,0.0059368,0.0059368,2.25E-05,"[0.005914263240993023, 0.005959336832165718]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 16]]",25088,dense,0.010370391,0.010370391,8.47E-05,"[0.01045512892305851, 0.010285652428865432]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 24]]",25088,dense,0.020282025,0.020282025,3.16E-05,"[0.02025047205388546, 0.02031357754021883]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 32]]",25088,dense,0.036802275,0.036802275,0.000762217,"[0.03604005798697472, 0.03756449203938246]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 48]]",25088,dense,0.083210748,0.08260507,0.003019627,"[0.08621355518698692, 0.0858148392289877, 0.0834086649119854, 0.0837124940007925, 0.08042142726480961, 0.08144262246787548, 0.08180147595703602, 0.08753028139472008, 0.08398035354912281, 0.08142647333443165, 0.08139797300100327, 0.08137881569564342]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 64]]",25088,dense,0.146499895,0.145471085,0.005034873,"[0.14407150074839592, 0.1463330201804638, 0.14968530647456646, 0.15238959528505802, 0.14428379945456982, 0.14399681985378265, 0.14339137263596058, 0.1427715476602316, 0.1488885022699833, 0.15091346390545368, 0.14666466787457466, 0.14460914954543114]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 96]]",25088,dense,0.334116922,0.326263195,0.016570058,"[0.3482340145856142, 0.3373465035110712, 0.34116419591009617, 0.3480970412492752, 0.35138749331235886, 0.3414437882602215, 0.3253511544317007, 0.32441593892872334, 0.32414071075618267, 0.32626319490373135, 0.3248737305402756, 0.3245627675205469, 0.3262394480407238]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 128]]",25088,dense,0.673776255,0.677228812,0.043508705,"[0.5858066603541374, 0.6595766991376877, 0.6572262160480022, 0.6525335349142551, 0.7031879182904959, 0.6772288121283054, 0.6791457906365395, 0.700632406398654, 0.7130790613591671, 0.7083151806145906, 0.6748065277934074]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 2]]",25088,dense,0.0007275,0.0007275,0,[0.0007275000773370266],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 3]]",25088,dense,0.001466979,0.001466979,0,[0.0014669792167842388],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 4]]",25088,dense,0.002467159,0.002467159,0,[0.002467158790677786],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 6]]",25088,dense,0.005060979,0.005060979,4.82E-05,"[0.0050127975642681125, 0.005109161138534546]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 8]]",25088,dense,0.008852011,0.008852011,5.33E-07,"[0.008851478435099125, 0.008852544240653515]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 12]]",25088,dense,0.020072666,0.020072666,5.95E-05,"[0.020013162679970265, 0.020132168382406234]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 16]]",25088,dense,0.037336323,0.037336323,1.45E-05,"[0.03732185252010822, 0.037350794300436974]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 24]]",25088,dense,0.082838584,0.081960059,0.003654134,"[0.08010832779109478, 0.08123687468469143, 0.08046065270900726, 0.0813102051615715, 0.08131271228194237, 0.08131696470081806, 0.0850055143237114, 0.08659198693931103, 0.08627587929368019, 0.0849261712282896, 0.08291456289589405, 0.08260315284132957]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 32]]",25088,dense,0.15799678,0.15725858,0.00353349,"[0.1545438040047884, 0.15468629449605942, 0.14948824234306812, 0.17401337809860706, 0.15836098045110703, 0.15530786104500294, 0.15563319064676762, 0.15697467140853405, 0.1575424876064062, 0.15966089628636837, 0.16149884089827538, 0.158250717446208]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 48]]",25088,dense,0.373330011,0.376511218,0.003185782,"[0.37683961167931557, 0.364945475012064, 0.35573830269277096, 0.37655680999159813, 0.37431677989661694, 0.3765112180262804, 0.3737333193421364, 0.37383108027279377, 0.37991358153522015, 0.37709635123610497, 0.37714758887887]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 64]]",25088,dense,0.680340238,0.68135055,0.005102539,"[0.6636524852365255, 0.6814745906740427, 0.6808519084006548, 0.6749345008283854, 0.6801253631711006, 0.6867156717926264, 0.6813505496829748, 0.6790096759796143, 0.6845989059656858, 0.6862877495586872, 0.6847412120550871]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 96]]",25088,dense,1.558480685,1.558715302,0.014012333,"[1.5596272721886635, 1.556248178705573, 1.532944591715932, 1.5383781269192696, 1.5227876640856266, 1.6060604210942984, 1.5677847769111395, 1.5727002900093794, 1.5573514327406883, 1.5578033328056335, 1.5651290733367205, 1.5649530626833439]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 128]]",25088,dense,2.897804913,2.899035176,0.022190124,"[2.856508493423462, 2.870064064860344, 2.8841946069151163, 2.8943661395460367, 2.898940932005644, 2.9176923241466284, 2.9285723511129618, 2.9035389628261328, 2.8990351762622595, 2.911090075969696, 2.911850918084383]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 2]]",25088,dense,0.000323043,0.000323043,0,[0.00032304299995303157],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 3]]",25088,dense,0.000656855,0.000656855,0,[0.0006568554416298867],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 4]]",25088,dense,0.001154475,0.001154475,0,[0.0011544745415449143],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 6]]",25088,dense,0.00277202,0.00277202,0,[0.0027720197290182114],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 8]]",25088,dense,0.004894592,0.004894592,0,[0.004894592259079218],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 12]]",25088,dense,0.010356192,0.010356192,6.23E-05,"[0.01029386930167675, 0.010418515093624592]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 16]]",25088,dense,0.016943566,0.016943566,3.01E-05,"[0.01691341809928417, 0.016973713599145412]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 24]]",25088,dense,0.036904276,0.036904276,0.000450485,"[0.03645379059016705, 0.03735476061701774]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 32]]",25088,dense,0.065758369,0.065341542,0.001093522,"[0.06607921607792377, 0.06592174991965294, 0.0643738005310297, 0.06530722416937351, 0.06534154154360294, 0.06482822820544243, 0.0656602568924427, 0.06469695642590523, 0.06465250253677368, 0.0653058085590601, 0.06737135164439678, 0.06995799951255322, 0.06536215543746948]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 48]]",25088,dense,0.152044148,0.150614616,0.002755749,"[0.16783759742975235, 0.14848900213837624, 0.14933649264276028, 0.15234535187482834, 0.15112687647342682, 0.15061461552977562, 0.14860039949417114, 0.1497949119657278, 0.15131953544914722, 0.15420395322144032, 0.1488168966025114]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 64]]",25088,dense,0.261792684,0.26240859,0.007300954,"[0.2706518080085516, 0.26292954944074154, 0.2717492077499628, 0.26425641775131226, 0.2626983914524317, 0.25715738348662853, 0.2570765037089586, 0.2649832163006067, 0.2621187884360552, 0.2571728080511093, 0.2560944929718971, 0.254623644053936]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 96]]",25088,dense,0.609600169,0.619607029,0.045449508,"[0.629530904814601, 0.6398906745016575, 0.6230091005563736, 0.5801265630871058, 0.5794062688946724, 0.5762618500739336, 0.5819503832608461, 0.6260816138237715, 0.616204958409071, 0.5989003013819456, 0.62412572465837, 0.6397136803716421]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 128]]",25088,dense,1.278416696,1.279437963,0.072313976,"[1.2818554192781448, 1.2371994722634554, 1.3118750248104334, 1.2958871703594923, 1.2770205065608025, 1.1530742831528187, 1.2396386042237282, 1.4330897219479084, 1.2580902744084597, 1.311165388673544, 1.2194374818354845, 1.322667008265853]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 2]]",25088,dense,0.001174007,0.001174007,0,[0.0011740070208907127],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 3]]",25088,dense,0.002466575,0.002466575,0,[0.002466575410217047],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 4]]",25088,dense,0.004592618,0.004592618,0,[0.004592618197202683],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 6]]",25088,dense,0.009007441,0.009007441,1.13E-05,"[0.009018708392977715, 0.008996173180639744]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 8]]",25088,dense,0.016053792,0.016053792,9.47E-05,"[0.016148524545133113, 0.015959060192108153]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 12]]",25088,dense,0.037352973,0.037352973,0.001288716,"[0.03606425691395998, 0.03864168971776962]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 16]]",25088,dense,0.06532943,0.063833118,0.001877542,"[0.06321760080754757, 0.06376999616622925, 0.06357969716191292, 0.06485390476882458, 0.06389624066650867, 0.06361855380237103, 0.06362263113260269, 0.06345818936824799, 0.06498984061181545, 0.07142986357212067, 0.07054064236581326, 0.06697600521147251]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 24]]",25088,dense,0.15749414,0.157332433,0.001552428,"[0.15536022745072842, 0.15762866288423538, 0.15642636083066463, 0.15297825820744038, 0.15733243338763714, 0.1595488954335451, 0.15700807236135006, 0.15660646744072437, 0.16340847499668598, 0.1577367652207613, 0.15840091928839684]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
