patterns,batch-size,algo,mean,median,iqr,times,bs_position,precision,device_name
"[[1, 48, 48, 1]]",25088,dense,5.01E-05,5.01E-05,0,[5.011036992073059e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 48, 192, 1]]",25088,dense,3.62E-05,3.62E-05,0,[3.617633134126663e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 64, 64, 1]]",25088,dense,4.24E-05,4.24E-05,0,[4.23501618206501e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 64, 256, 1]]",25088,dense,3.86E-05,3.86E-05,0,[3.863312304019928e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 96, 96, 1]]",25088,dense,3.89E-05,3.89E-05,0,[3.894656896591186e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 96, 384, 1]]",25088,dense,4.02E-05,4.02E-05,0,[4.024643450975418e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 128, 128, 1]]",25088,dense,4.11E-05,4.11E-05,0,[4.1108299046754834e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 128, 512, 1]]",25088,dense,4.17E-05,4.17E-05,0,[4.166761413216591e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 192, 48, 1]]",25088,dense,3.97E-05,3.97E-05,0,[3.968130797147751e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 192, 192, 1]]",25088,dense,4.13E-05,4.13E-05,0,[4.1261427104473116e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 192, 768, 1]]",25088,dense,6.55E-05,6.55E-05,0,[6.551057100296021e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 64, 1]]",25088,dense,3.72E-05,3.72E-05,0,[3.724498674273491e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 256, 1]]",25088,dense,3.41E-05,3.41E-05,0,[3.405548632144928e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 256, 1024, 1]]",25088,dense,8.13E-05,8.13E-05,0,[8.134722709655762e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 96, 1]]",25088,dense,4.80E-05,4.80E-05,0,[4.797393456101418e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 384, 384, 1]]",25088,dense,7.51E-05,7.51E-05,0,[7.513992488384247e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 128, 1]]",25088,dense,5.16E-05,5.16E-05,0,[5.156274884939194e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 512, 512, 1]]",25088,dense,8.11E-05,8.11E-05,0,[8.110057562589646e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 192, 1]]",25088,dense,0.000122445,0.000122445,0,[0.0001224451884627342],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 768, 768, 1]]",25088,dense,0.000163482,0.000163482,0,[0.00016348239034414292],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 256, 1]]",25088,dense,8.94E-05,8.94E-05,0,[8.936285972595215e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[1, 1024, 1024, 1]]",25088,dense,0.000283109,0.000283109,0,[0.000283108651638031],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 48, 48, 1]]",25088,dense,4.43E-05,4.43E-05,0,[4.43180650472641e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 48, 192, 1]]",25088,dense,3.84E-05,3.84E-05,0,[3.8436520844697954e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 64, 64, 1]]",25088,dense,4.04E-05,4.04E-05,0,[4.042372107505798e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 64, 256, 1]]",25088,dense,4.10E-05,4.10E-05,0,[4.1039492934942245e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 96, 96, 1]]",25088,dense,4.22E-05,4.22E-05,0,[4.216548055410385e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 96, 384, 1]]",25088,dense,9.38E-05,9.38E-05,0,[9.381057694554329e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 128, 128, 1]]",25088,dense,3.45E-05,3.45E-05,0,[3.453575074672699e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 128, 512, 1]]",25088,dense,7.25E-05,7.25E-05,0,[7.246203720569611e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 192, 48, 1]]",25088,dense,4.86E-05,4.86E-05,0,[4.8568658530712125e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 192, 192, 1]]",25088,dense,5.91E-05,5.91E-05,0,[5.9093907475471495e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 192, 768, 1]]",25088,dense,0.000160657,0.000160657,0,[0.00016065668314695357],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 256, 64, 1]]",25088,dense,4.36E-05,4.36E-05,0,[4.362210631370544e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 256, 256, 1]]",25088,dense,7.84E-05,7.84E-05,0,[7.840408012270928e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 256, 1024, 1]]",25088,dense,0.000293125,0.000293125,0,[0.0002931246906518936],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 384, 96, 1]]",25088,dense,7.16E-05,7.16E-05,0,[7.158024236559868e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 384, 384, 1]]",25088,dense,0.000164297,0.000164297,0,[0.00016429733484983445],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 512, 128, 1]]",25088,dense,0.000115284,0.000115284,0,[0.00011528410017490387],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 512, 512, 1]]",25088,dense,0.000282518,0.000282518,0,[0.0002825176902115345],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 768, 192, 1]]",25088,dense,0.000176029,0.000176029,0,[0.00017602870240807534],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 768, 768, 1]]",25088,dense,0.000687383,0.000687383,0,[0.000687383022159338],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 1024, 256, 1]]",25088,dense,0.000319978,0.000319978,0,[0.00031997811049222947],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[2, 1024, 1024, 1]]",25088,dense,0.001173509,0.001173509,0,[0.0011735092289745807],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 48, 48, 1]]",25088,dense,5.24E-05,5.24E-05,0,[5.2397511899471284e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 48, 192, 1]]",25088,dense,7.40E-05,7.40E-05,0,[7.397079840302467e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 64, 64, 1]]",25088,dense,3.85E-05,3.85E-05,0,[3.85223887860775e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 64, 256, 1]]",25088,dense,7.89E-05,7.89E-05,0,[7.890904322266579e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 96, 96, 1]]",25088,dense,5.22E-05,5.22E-05,0,[5.220303311944008e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 96, 384, 1]]",25088,dense,0.000164136,0.000164136,0,[0.0001641356199979782],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 128, 128, 1]]",25088,dense,7.92E-05,7.92E-05,0,[7.92137160897255e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 128, 512, 1]]",25088,dense,0.000167054,0.000167054,0,[0.00016705380752682686],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 192, 48, 1]]",25088,dense,6.68E-05,6.68E-05,0,[6.677700206637382e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 192, 192, 1]]",25088,dense,0.000108721,0.000108721,0,[0.00010872140526771546],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 192, 768, 1]]",25088,dense,0.000391245,0.000391245,0,[0.00039124511182308196],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 256, 64, 1]]",25088,dense,7.38E-05,7.38E-05,0,[7.381424307823181e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 256, 256, 1]]",25088,dense,0.000170138,0.000170138,0,[0.00017013780772686003],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 256, 1024, 1]]",25088,dense,0.000624787,0.000624787,0,[0.0006247871741652489],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 384, 96, 1]]",25088,dense,0.000107666,0.000107666,0,[0.00010766632854938507],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 384, 384, 1]]",25088,dense,0.000360885,0.000360885,0,[0.0003608853556215763],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 512, 128, 1]]",25088,dense,0.000221429,0.000221429,0,[0.00022142888978123664],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 512, 512, 1]]",25088,dense,0.000702218,0.000702218,0,[0.0007022181898355484],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 768, 192, 1]]",25088,dense,0.000388254,0.000388254,0,[0.00038825415074825284],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 768, 768, 1]]",25088,dense,0.001453287,0.001453287,0,[0.001453287210315466],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 1024, 256, 1]]",25088,dense,0.000649858,0.000649858,0,[0.0006498584337532521],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 1024, 1024, 1]]",25088,dense,0.002465368,0.002465368,0,[0.0024653676711022853],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 48, 48, 1]]",25088,dense,4.11E-05,4.11E-05,0,[4.109945148229599e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 48, 192, 1]]",25088,dense,6.79E-05,6.79E-05,0,[6.787756457924842e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 64, 64, 1]]",25088,dense,3.88E-05,3.88E-05,0,[3.876464441418648e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 64, 256, 1]]",25088,dense,9.22E-05,9.22E-05,0,[9.215375408530235e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 96, 96, 1]]",25088,dense,5.49E-05,5.49E-05,0,[5.4914429783821104e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 96, 384, 1]]",25088,dense,0.00016298,0.00016298,0,[0.00016298005357384682],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 128, 128, 1]]",25088,dense,8.01E-05,8.01E-05,0,[8.014552295207978e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 128, 512, 1]]",25088,dense,0.000293751,0.000293751,0,[0.00029375126585364343],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 192, 48, 1]]",25088,dense,7.64E-05,7.64E-05,0,[7.643662393093109e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 192, 192, 1]]",25088,dense,0.00016447,0.00016447,0,[0.00016447016969323158],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 192, 768, 1]]",25088,dense,0.000628747,0.000628747,0,[0.0006287472508847713],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 256, 64, 1]]",25088,dense,9.04E-05,9.04E-05,0,[9.041324257850647e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 256, 256, 1]]",25088,dense,0.000287551,0.000287551,0,[0.00028755133971571924],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 256, 1024, 1]]",25088,dense,0.001079751,0.001079751,0,[0.0010797510109841824],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 384, 96, 1]]",25088,dense,0.000216806,0.000216806,0,[0.00021680619567632676],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 384, 384, 1]]",25088,dense,0.000680198,0.000680198,0,[0.000680197961628437],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 512, 128, 1]]",25088,dense,0.000306757,0.000306757,0,[0.0003067568503320217],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 512, 512, 1]]",25088,dense,0.001173782,0.001173782,0,[0.0011737820319831372],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 768, 192, 1]]",25088,dense,0.000656165,0.000656165,0,[0.0006561654061079025],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 768, 768, 1]]",25088,dense,0.002465783,0.002465783,0,[0.002465783469378948],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 1024, 256, 1]]",25088,dense,0.001138163,0.001138163,0,[0.0011381630040705204],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 1024, 1024, 1]]",25088,dense,0.004637985,0.004637985,0,[0.004637984801083803],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 48, 48, 1]]",25088,dense,4.26E-05,4.26E-05,0,[4.263188689947128e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 48, 192, 1]]",25088,dense,0.000115169,0.000115169,0,[0.00011516943573951722],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 64, 64, 1]]",25088,dense,7.98E-05,7.98E-05,0,[7.975779473781586e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 64, 256, 1]]",25088,dense,0.000212554,0.000212554,0,[0.0002125540189445019],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 96, 96, 1]]",25088,dense,0.000108251,0.000108251,0,[0.00010825073346495628],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 96, 384, 1]]",25088,dense,0.000392881,0.000392881,0,[0.0003928808867931366],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 128, 128, 1]]",25088,dense,0.000165391,0.000165391,0,[0.0001653914898633957],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 128, 512, 1]]",25088,dense,0.00062916,0.00062916,0,[0.0006291602365672589],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 192, 48, 1]]",25088,dense,0.000131354,0.000131354,0,[0.0001313544437289238],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 192, 192, 1]]",25088,dense,0.000373908,0.000373908,0,[0.00037390757352113725],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 192, 768, 1]]",25088,dense,0.001894134,0.001894134,0,[0.0018941338546574116],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 256, 64, 1]]",25088,dense,0.000179354,0.000179354,0,[0.0001793544553220272],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 256, 256, 1]]",25088,dense,0.000694102,0.000694102,0,[0.000694101508706808],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 256, 1024, 1]]",25088,dense,0.002236852,0.002236852,0,[0.002236852403730154],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 384, 96, 1]]",25088,dense,0.000384271,0.000384271,0,[0.0003842713125050068],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 384, 384, 1]]",25088,dense,0.001455068,0.001455068,0,[0.0014550676755607128],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 512, 128, 1]]",25088,dense,0.000647052,0.000647052,0,[0.0006470515206456185],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 512, 512, 1]]",25088,dense,0.002466065,0.002466065,0,[0.0024660646729171274],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 768, 192, 1]]",25088,dense,0.001629139,0.001629139,0,[0.0016291390731930733],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 768, 768, 1]]",25088,dense,0.005230711,0.005230711,0,[0.005230711437761783],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 1024, 256, 1]]",25088,dense,0.002772,0.002772,0,[0.0027719996869564056],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 1024, 1024, 1]]",25088,dense,0.008886633,0.008886633,2.20E-05,"[0.008864586055278779, 0.008908680453896523]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 48, 48, 1]]",25088,dense,6.67E-05,6.67E-05,0,[6.67087733745575e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 48, 192, 1]]",25088,dense,0.000202129,0.000202129,0,[0.00020212868228554725],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 64, 64, 1]]",25088,dense,8.46E-05,8.46E-05,0,[8.463399484753608e-05],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 64, 256, 1]]",25088,dense,0.000295484,0.000295484,0,[0.0002954842522740364],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 96, 96, 1]]",25088,dense,0.000159393,0.000159393,0,[0.000159392599016428],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 96, 384, 1]]",25088,dense,0.000605574,0.000605574,0,[0.0006055739149451256],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 128, 128, 1]]",25088,dense,0.000283737,0.000283737,0,[0.00028373701497912406],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 128, 512, 1]]",25088,dense,0.001082506,0.001082506,0,[0.0010825061984360217],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 192, 48, 1]]",25088,dense,0.000177873,0.000177873,0,[0.0001778729073703289],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 192, 192, 1]]",25088,dense,0.000690955,0.000690955,0,[0.0006909551657736301],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 192, 768, 1]]",25088,dense,0.002252656,0.002252656,0,[0.002252655904740095],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 256, 64, 1]]",25088,dense,0.000310393,0.000310393,0,[0.0003103930503129959],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 256, 256, 1]]",25088,dense,0.001191509,0.001191509,0,[0.0011915087699890137],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 256, 1024, 1]]",25088,dense,0.003974484,0.003974484,0,[0.003974483702331781],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 384, 96, 1]]",25088,dense,0.000652882,0.000652882,0,[0.000652882233262062],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 384, 384, 1]]",25088,dense,0.002467341,0.002467341,0,[0.002467340677976608],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 512, 128, 1]]",25088,dense,0.001154829,0.001154829,0,[0.0011548290215432644],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 512, 512, 1]]",25088,dense,0.004674889,0.004674889,0,[0.0046748887374997135],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 768, 192, 1]]",25088,dense,0.00277448,0.00277448,0,[0.0027744796872138976],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 768, 768, 1]]",25088,dense,0.008857441,0.008857441,3.24E-07,"[0.008857117407023907, 0.00885776523500681]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 1024, 256, 1]]",25088,dense,0.005003868,0.005003868,0,[0.005003867950290441],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 1024, 1024, 1]]",25088,dense,0.016066155,0.016066155,3.12E-05,"[0.016034967452287673, 0.01609734334051609]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 48, 48, 1]]",25088,dense,0.000106368,0.000106368,0,[0.00010636812075972557],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 48, 192, 1]]",25088,dense,0.000399286,0.000399286,0,[0.0003992856293916702],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 64, 64, 1]]",25088,dense,0.000164039,0.000164039,0,[0.00016403913497924804],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 64, 256, 1]]",25088,dense,0.000614371,0.000614371,0,[0.0006143714487552642],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 96, 96, 1]]",25088,dense,0.000366978,0.000366978,0,[0.0003669782541692257],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 96, 384, 1]]",25088,dense,0.001880339,0.001880339,0,[0.001880339328199625],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 128, 128, 1]]",25088,dense,0.000702456,0.000702456,0,[0.0007024562731385231],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 128, 512, 1]]",25088,dense,0.002223298,0.002223298,0,[0.0022232975624501706],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 192, 48, 1]]",25088,dense,0.000385351,0.000385351,0,[0.00038535088300704955],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 192, 192, 1]]",25088,dense,0.00144568,0.00144568,0,[0.0014456796646118164],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 192, 768, 1]]",25088,dense,0.005869283,0.005869283,0,[0.005869283434003591],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 256, 64, 1]]",25088,dense,0.000646868,0.000646868,0,[0.0006468677334487438],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 256, 256, 1]]",25088,dense,0.002469083,0.002469083,0,[0.0024690831825137137],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 256, 1024, 1]]",25088,dense,0.008911443,0.008911443,1.62E-06,"[0.008909821324050427, 0.008913064375519753]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 384, 96, 1]]",25088,dense,0.00163013,0.00163013,0,[0.0016301299445331096],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 384, 384, 1]]",25088,dense,0.005129655,0.005129655,2.51E-06,"[0.005132166482508182, 0.005127144232392311]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 512, 128, 1]]",25088,dense,0.00277114,0.00277114,0,[0.0027711395174264907],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 512, 512, 1]]",25088,dense,0.008930566,0.008930566,9.16E-07,"[0.008929650112986565, 0.008931482397019862]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 768, 192, 1]]",25088,dense,0.005959478,0.005959478,9.07E-07,"[0.005960384756326676, 0.00595857035368681]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 768, 768, 1]]",25088,dense,0.020305229,0.020305229,3.96E-06,"[0.020309191569685935, 0.02030126713216305]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 1024, 256, 1]]",25088,dense,0.010341846,0.010341846,1.36E-05,"[0.010355468653142453, 0.010328222997486591]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 1024, 1024, 1]]",25088,dense,0.037192367,0.037192367,0.001207105,"[0.03598526194691658, 0.03839947246015072]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 48, 48, 1]]",25088,dense,0.000165928,0.000165928,0,[0.0001659279502928257],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 48, 192, 1]]",25088,dense,0.000619652,0.000619652,0,[0.000619652047753334],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 64, 64, 1]]",25088,dense,0.000284037,0.000284037,0,[0.00028403684496879577],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 64, 256, 1]]",25088,dense,0.001087031,0.001087031,0,[0.0010870309174060822],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 96, 96, 1]]",25088,dense,0.000713315,0.000713315,0,[0.0007133153267204762],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 96, 384, 1]]",25088,dense,0.002234416,0.002234416,0,[0.002234415654093027],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 128, 128, 1]]",25088,dense,0.00118368,0.00118368,0,[0.0011836803518235684],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 128, 512, 1]]",25088,dense,0.004023171,0.004023171,0,[0.004023171029984951],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 192, 48, 1]]",25088,dense,0.000655631,0.000655631,0,[0.0006556312926113605],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 192, 192, 1]]",25088,dense,0.002470705,0.002470705,0,[0.0024707046523690223],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 192, 768, 1]]",25088,dense,0.008883717,0.008883717,4.18E-05,"[0.008841948211193084, 0.008925485610961913]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 256, 64, 1]]",25088,dense,0.001147557,0.001147557,0,[0.001147556509822607],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 256, 256, 1]]",25088,dense,0.004642439,0.004642439,0,[0.0046424389071762565],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 256, 1024, 1]]",25088,dense,0.015959417,0.015959417,2.97E-07,"[0.01595912016928196, 0.015959714353084565]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 384, 96, 1]]",25088,dense,0.002772093,0.002772093,0,[0.0027720928005874157],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 384, 384, 1]]",25088,dense,0.008854481,0.008854481,7.38E-07,"[0.008855219744145871, 0.00885374303907156]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 512, 128, 1]]",25088,dense,0.004996436,0.004996436,0,[0.004996436350047588],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 512, 512, 1]]",25088,dense,0.016052336,0.016052336,6.67E-05,"[0.01598565075546503, 0.016119020618498327]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 768, 192, 1]]",25088,dense,0.010427702,0.010427702,7.62E-07,"[0.010426939837634564, 0.010428464226424693]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 768, 768, 1]]",25088,dense,0.037264797,0.037264797,0.001226951,"[0.03603784590959549, 0.03849174790084362]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 1024, 256, 1]]",25088,dense,0.016790718,0.016790718,5.24E-06,"[0.01679596081376076, 0.016785475239157677]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 1024, 1024, 1]]",25088,dense,0.065077971,0.063628905,0.002705802,"[0.06681672297418118, 0.06616978719830513, 0.06362544931471348, 0.0636272244155407, 0.06362778320908546, 0.06362580880522728, 0.06363002769649029, 0.06331821158528328, 0.0634627640247345, 0.06589083187282085, 0.06820363737642765, 0.06893740221858025]",bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 48, 48, 1]]",25088,dense,0.000362501,0.000362501,0,[0.0003625011257827282],bs_first,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 48, 192, 1]]",25088,dense,0.001902061,0.001902061,0,[0.001902061253786087],bs_first,fp16,NVIDIA_A100-PCIE-40GB
