patterns,batch-size,algo,mean,median,iqr,times,bs_position,precision,device_name
"[[3, 96, 96, 1]]",25088,kernel,6.78E-05,6.78E-05,0,[6.775947287678718e-05],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 96, 384, 1]]",25088,kernel,0.000224142,0.000224142,0,[0.00022414181381464005],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 128, 128, 1]]",25088,kernel,0.000167306,0.000167306,0,[0.00016730556264519692],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 128, 512, 1]]",25088,kernel,0.000384519,0.000384519,0,[0.00038451924920082094],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 192, 48, 1]]",25088,kernel,0.000180156,0.000180156,0,[0.00018015624955296515],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 192, 192, 1]]",25088,kernel,0.000241135,0.000241135,0,[0.000241134911775589],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 192, 768, 1]]",25088,kernel,0.000785392,0.000785392,0,[0.0007853917218744754],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 256, 64, 1]]",25088,kernel,0.000162018,0.000162018,0,[0.00016201794147491455],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 256, 256, 1]]",25088,kernel,0.000401207,0.000401207,0,[0.0004012068547308445],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 256, 1024, 1]]",25088,kernel,0.001357194,0.001357194,0,[0.0013571943528950215],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 384, 96, 1]]",25088,kernel,0.000288349,0.000288349,0,[0.00028834881260991096],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 384, 384, 1]]",25088,kernel,0.00082539,0.00082539,0,[0.0008253896981477737],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 512, 128, 1]]",25088,kernel,0.000451053,0.000451053,0,[0.0004510529153048992],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 512, 512, 1]]",25088,kernel,0.001393615,0.001393615,0,[0.0013936145603656769],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 768, 192, 1]]",25088,kernel,0.000892983,0.000892983,0,[0.000892983004450798],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 768, 768, 1]]",25088,kernel,0.003018365,0.003018365,0,[0.0030183648876845838],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 1024, 256, 1]]",25088,kernel,0.001498326,0.001498326,0,[0.0014983255788683892],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[3, 1024, 1024, 1]]",25088,kernel,0.005502671,0.005502671,5.73E-06,"[0.005496945977210998, 0.005508396588265896]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 48, 48, 1]]",25088,kernel,5.76E-05,5.76E-05,0,[5.757216364145279e-05],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 48, 192, 1]]",25088,kernel,0.000105717,0.000105717,0,[0.00010571716353297234],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 64, 64, 1]]",25088,kernel,6.42E-05,6.42E-05,0,[6.423134356737137e-05],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 64, 256, 1]]",25088,kernel,0.000160596,0.000160596,0,[0.00016059646382927896],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 96, 96, 1]]",25088,kernel,0.000124536,0.000124536,0,[0.000124535970389843],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 96, 384, 1]]",25088,kernel,0.000320811,0.000320811,0,[0.00032081114128232005],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 128, 128, 1]]",25088,kernel,0.000164943,0.000164943,0,[0.0001649428717792034],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 128, 512, 1]]",25088,kernel,0.000512565,0.000512565,0,[0.0005125649273395539],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 192, 48, 1]]",25088,kernel,0.000151537,0.000151537,0,[0.00015153719112277032],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 192, 192, 1]]",25088,kernel,0.000361964,0.000361964,0,[0.00036196397617459296],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 192, 768, 1]]",25088,kernel,0.00106504,0.00106504,0,[0.0010650397092103958],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 256, 64, 1]]",25088,kernel,0.000194238,0.000194238,0,[0.0001942380890250206],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 256, 256, 1]]",25088,kernel,0.000544226,0.000544226,0,[0.0005442255549132824],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 256, 1024, 1]]",25088,kernel,0.001872575,0.001872575,0,[0.0018725751526653767],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 384, 96, 1]]",25088,kernel,0.000406457,0.000406457,0,[0.0004064572602510452],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 384, 384, 1]]",25088,kernel,0.001081854,0.001081854,0,[0.0010818541049957275],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 512, 128, 1]]",25088,kernel,0.000595558,0.000595558,0,[0.0005955577082931995],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 512, 512, 1]]",25088,kernel,0.001857968,0.001857968,0,[0.001857967972755432],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 768, 192, 1]]",25088,kernel,0.00119613,0.00119613,0,[0.0011961298249661923],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 768, 768, 1]]",25088,kernel,0.003988499,0.003988499,0,[0.00398849856108427],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 1024, 256, 1]]",25088,kernel,0.001997904,0.001997904,0,[0.001997904162853956],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[4, 1024, 1024, 1]]",25088,kernel,0.00684138,0.00684138,5.11E-06,"[0.006836272776126862, 0.006846487894654274]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 48, 48, 1]]",25088,kernel,9.44E-05,9.44E-05,0,[9.43671353161335e-05],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 48, 192, 1]]",25088,kernel,0.000150256,0.000150256,0,[0.00015025626868009567],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 64, 64, 1]]",25088,kernel,8.73E-05,8.73E-05,0,[8.727384731173515e-05],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 64, 256, 1]]",25088,kernel,0.000224983,0.000224983,0,[0.0002249826118350029],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 96, 96, 1]]",25088,kernel,0.000148433,0.000148433,0,[0.0001484331116080284],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 96, 384, 1]]",25088,kernel,0.000477888,0.000477888,0,[0.0004778882674872875],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 128, 128, 1]]",25088,kernel,0.000240294,0.000240294,0,[0.00024029435589909554],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 128, 512, 1]]",25088,kernel,0.000730452,0.000730452,0,[0.0007304523885250092],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 192, 48, 1]]",25088,kernel,0.00023128,0.00023128,0,[0.0002312798611819744],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 192, 192, 1]]",25088,kernel,0.000472851,0.000472851,0,[0.0004728514328598976],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 192, 768, 1]]",25088,kernel,0.001552048,0.001552048,0,[0.0015520482696592807],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 256, 64, 1]]",25088,kernel,0.00029232,0.00029232,0,[0.0002923196740448475],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 256, 256, 1]]",25088,kernel,0.000868816,0.000868816,0,[0.0008688164129853249],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 256, 1024, 1]]",25088,kernel,0.002722609,0.002722609,0,[0.0027226092107594012],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 384, 96, 1]]",25088,kernel,0.000611731,0.000611731,0,[0.0006117314472794533],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 384, 384, 1]]",25088,kernel,0.001627645,0.001627645,0,[0.0016276447661221027],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 512, 128, 1]]",25088,kernel,0.000887894,0.000887894,0,[0.0008878935128450394],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 512, 512, 1]]",25088,kernel,0.002792808,0.002792808,0,[0.0027928076684474944],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 768, 192, 1]]",25088,kernel,0.001778583,0.001778583,0,[0.0017785833403468133],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 768, 768, 1]]",25088,kernel,0.00593349,0.00593349,3.39E-06,"[0.005930102616548538, 0.0059368772432208065]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 1024, 256, 1]]",25088,kernel,0.002975259,0.002975259,0,[0.002975258678197861],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[6, 1024, 1024, 1]]",25088,kernel,0.010335519,0.010335519,4.10E-05,"[0.010294505767524243, 0.01037653125822544]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 48, 48, 1]]",25088,kernel,0.0001303,0.0001303,0,[0.00013029996305704116],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 48, 192, 1]]",25088,kernel,0.000198427,0.000198427,0,[0.00019842684268951417],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 64, 64, 1]]",25088,kernel,0.000108267,0.000105901,3.55E-06,"[0.00011300035379827023, 0.00010590088181197644, 0.0001059008501470089]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 64, 256, 1]]",25088,kernel,0.000273726,0.000273726,0,[0.00027372604236006735],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 96, 96, 1]]",25088,kernel,0.000189245,0.000189245,0,[0.00018924545496702195],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 96, 384, 1]]",25088,kernel,0.000590676,0.000590676,0,[0.0005906756967306137],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 128, 128, 1]]",25088,kernel,0.000319943,0.000319943,0,[0.00031994344666600225],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 128, 512, 1]]",25088,kernel,0.000966818,0.000966818,0,[0.0009668181836605072],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 192, 48, 1]]",25088,kernel,0.000317595,0.000317595,0,[0.0003175954148173332],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 192, 192, 1]]",25088,kernel,0.000635318,0.000635318,0,[0.0006353179924190044],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 192, 768, 1]]",25088,kernel,0.002054544,0.002054544,0,[0.0020545443147420885],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 256, 64, 1]]",25088,kernel,0.000388441,0.000388441,0,[0.0003884408436715603],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 256, 256, 1]]",25088,kernel,0.001040072,0.001040072,0,[0.0010400723293423652],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 256, 1024, 1]]",25088,kernel,0.003574973,0.003574973,0,[0.0035749730095267296],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 384, 96, 1]]",25088,kernel,0.000773514,0.000773514,0,[0.000773514062166214],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 384, 384, 1]]",25088,kernel,0.002370136,0.002370136,0,[0.0023701358400285244],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 512, 128, 1]]",25088,kernel,0.001186565,0.001186565,0,[0.0011865648813545705],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 512, 512, 1]]",25088,kernel,0.003676832,0.003676832,0,[0.0036768316477537154],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 768, 192, 1]]",25088,kernel,0.002375732,0.002375732,0,[0.002375731933861971],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 768, 768, 1]]",25088,kernel,0.008046319,0.008046319,6.12E-05,"[0.008107567206025124, 0.00798506997525692]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 1024, 256, 1]]",25088,kernel,0.004058128,0.004058128,0,[0.004058128297328949],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[8, 1024, 1024, 1]]",25088,kernel,0.013846305,0.013846305,2.31E-06,"[0.013843990862369537, 0.013848619535565376]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 48, 48, 1]]",25088,kernel,0.000188624,0.000188624,0,[0.00018862413242459297],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 48, 192, 1]]",25088,kernel,0.000311465,0.000311465,0,[0.00031146543100476267],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 64, 64, 1]]",25088,kernel,0.000166572,0.000166572,0,[0.00016657156869769095],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 64, 256, 1]]",25088,kernel,0.000462028,0.000462028,0,[0.00046202840283513067],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 96, 96, 1]]",25088,kernel,0.000291248,0.000291248,0,[0.0002912481315433979],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 96, 384, 1]]",25088,kernel,0.000891894,0.000891894,0,[0.0008918939903378487],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 128, 128, 1]]",25088,kernel,0.000480625,0.000480625,0,[0.0004806252010166645],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 128, 512, 1]]",25088,kernel,0.001470857,0.001470857,0,[0.0014708573743700982],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 192, 48, 1]]",25088,kernel,0.000477664,0.000477664,0,[0.00047766366973519327],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 192, 192, 1]]",25088,kernel,0.000939428,0.000939428,0,[0.0009394283965229989],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 192, 768, 1]]",25088,kernel,0.003074506,0.003074506,0,[0.0030745063349604607],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 256, 64, 1]]",25088,kernel,0.000586305,0.000586305,0,[0.0005863045528531074],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 256, 256, 1]]",25088,kernel,0.00155081,0.00155081,0,[0.001550809945911169],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 256, 1024, 1]]",25088,kernel,0.005426709,0.005426709,0,[0.005426709111779928],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 384, 96, 1]]",25088,kernel,0.001211493,0.001211493,0,[0.0012114930897951127],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 384, 384, 1]]",25088,kernel,0.003604391,0.003604391,0,[0.003604390639811754],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 512, 128, 1]]",25088,kernel,0.001780842,0.001780842,0,[0.0017808417044579982],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 512, 512, 1]]",25088,kernel,0.005722905,0.005722905,0.000294859,"[0.00601776372641325, 0.00542804654687643]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 768, 192, 1]]",25088,kernel,0.003564439,0.003564439,0,[0.003564438559114933],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 768, 768, 1]]",25088,kernel,0.011930227,0.011930227,3.52E-06,"[0.011926710791885852, 0.011933743953704834]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 1024, 256, 1]]",25088,kernel,0.005932503,0.005932503,1.49E-06,"[0.005933995544910431, 0.005931011214852333]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[12, 1024, 1024, 1]]",25088,kernel,0.021415623,0.021415623,2.51E-07,"[0.02141537182033062, 0.021415873616933822]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 48, 48, 1]]",25088,kernel,0.000252084,0.000252084,0,[0.0002520842477679253],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 48, 192, 1]]",25088,kernel,0.000403654,0.000403654,0,[0.0004036537744104862],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 64, 64, 1]]",25088,kernel,0.000206719,0.000206719,0,[0.00020671918988227845],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 64, 256, 1]]",25088,kernel,0.00056679,0.00056679,0,[0.0005667898431420326],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 96, 96, 1]]",25088,kernel,0.000395905,0.000395905,0,[0.00039590518921613695],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 96, 384, 1]]",25088,kernel,0.00111187,0.00111187,0,[0.001111869551241398],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 128, 128, 1]]",25088,kernel,0.000631956,0.000631956,0,[0.0006319558434188366],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 128, 512, 1]]",25088,kernel,0.001940313,0.001940313,0,[0.0019403126649558545],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 192, 48, 1]]",25088,kernel,0.000636973,0.000636973,0,[0.0006369727104902267],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 192, 192, 1]]",25088,kernel,0.001218079,0.001218079,0,[0.0012180787697434426],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 192, 768, 1]]",25088,kernel,0.004115552,0.004115552,0,[0.0041155521012842654],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 256, 64, 1]]",25088,kernel,0.000817533,0.000817533,0,[0.0008175333030521869],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 256, 256, 1]]",25088,kernel,0.002040624,0.002040624,0,[0.002040623873472214],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 256, 1024, 1]]",25088,kernel,0.007069659,0.007069659,7.53E-06,"[0.00706212930381298, 0.007077189534902573]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 384, 96, 1]]",25088,kernel,0.001531354,0.001531354,0,[0.001531354207545519],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 384, 384, 1]]",25088,kernel,0.004743768,0.004743768,0,[0.0047437682747840885],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 512, 128, 1]]",25088,kernel,0.002336974,0.002336974,0,[0.002336974162608385],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 512, 512, 1]]",25088,kernel,0.007317302,0.007317302,6.67E-06,"[0.007310632057487965, 0.007323971018195152]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 768, 192, 1]]",25088,kernel,0.004824871,0.004824871,0,[0.0048248711414635185],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 768, 768, 1]]",25088,kernel,0.016220468,0.016220468,1.81E-05,"[0.01623861026018858, 0.016202325001358986]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 1024, 256, 1]]",25088,kernel,0.007918667,0.007918667,7.26E-06,"[0.00791140329092741, 0.007925931364297867]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[16, 1024, 1024, 1]]",25088,kernel,0.030311677,0.030311677,0.000386014,"[0.029925663024187088, 0.030697690322995186]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 48, 48, 1]]",25088,kernel,0.000376585,0.000376585,0,[0.000376584529876709],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 48, 192, 1]]",25088,kernel,0.000566759,0.000566759,0,[0.0005667592026293278],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 64, 64, 1]]",25088,kernel,0.000327236,0.000327236,0,[0.0003272358328104019],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 64, 256, 1]]",25088,kernel,0.000843631,0.000843631,0,[0.0008436309732496738],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 96, 96, 1]]",25088,kernel,0.000665948,0.000665948,0,[0.0006659478694200515],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 96, 384, 1]]",25088,kernel,0.001664396,0.001664396,0,[0.0016643962822854518],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 128, 128, 1]]",25088,kernel,0.000933996,0.000933996,0,[0.0009339964389801026],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 128, 512, 1]]",25088,kernel,0.002961715,0.002961715,0,[0.0029617150500416754],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 192, 48, 1]]",25088,kernel,0.000971846,0.000971846,0,[0.0009718458354473114],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 192, 192, 1]]",25088,kernel,0.001855885,0.001855885,0,[0.0018558850139379502],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 192, 768, 1]]",25088,kernel,0.006123256,0.006123256,5.14E-05,"[0.006071898899972439, 0.006174613162875176]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 256, 64, 1]]",25088,kernel,0.001216614,0.001216614,0,[0.0012166141346096992],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 256, 256, 1]]",25088,kernel,0.00305508,0.00305508,0,[0.003055080249905586],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 256, 1024, 1]]",25088,kernel,0.010708232,0.010708232,1.03E-05,"[0.010697925463318825, 0.01071853842586279]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 384, 96, 1]]",25088,kernel,0.002406886,0.002406886,0,[0.0024068855680525305],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 384, 384, 1]]",25088,kernel,0.006438806,0.006438806,8.08E-07,"[0.0064379977062344555, 0.006439613923430443]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 512, 128, 1]]",25088,kernel,0.003528379,0.003528379,0,[0.0035283785313367844],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 512, 512, 1]]",25088,kernel,0.01106673,0.01106673,1.43E-05,"[0.011081047169864178, 0.01105241235345602]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 768, 192, 1]]",25088,kernel,0.007118303,0.007118303,9.34E-07,"[0.007117368653416634, 0.007119237631559372]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 768, 768, 1]]",25088,kernel,0.025406588,0.025406588,1.08E-05,"[0.02541738171130419, 0.02539579402655363]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 1024, 256, 1]]",25088,kernel,0.011955558,0.011955558,4.98E-05,"[0.011905743181705475, 0.01200537234544754]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[24, 1024, 1024, 1]]",25088,kernel,0.045617634,0.045617634,0.000282949,"[0.04590058270841837, 0.04533468540757894]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 48, 48, 1]]",25088,kernel,0.000502139,0.000502139,0,[0.0005021393112838268],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 48, 192, 1]]",25088,kernel,0.000747028,0.000747028,0,[0.0007470284588634967],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 64, 64, 1]]",25088,kernel,0.000432387,0.000432387,0,[0.0004323865659534931],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 64, 256, 1]]",25088,kernel,0.001070733,0.001070733,0,[0.001070732530206442],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 96, 96, 1]]",25088,kernel,0.000783037,0.000783037,0,[0.0007830368913710117],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 96, 384, 1]]",25088,kernel,0.002331422,0.002331422,0,[0.002331421934068203],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 128, 128, 1]]",25088,kernel,0.00124526,0.00124526,0,[0.0012452597729861736],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 128, 512, 1]]",25088,kernel,0.003827856,0.003827856,0,[0.003827856220304966],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 192, 48, 1]]",25088,kernel,0.001324776,0.001324776,4.66E-05,"[0.0013713715970516205, 0.0012781812623143195]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 192, 192, 1]]",25088,kernel,0.002469422,0.002469422,0,[0.0024694215878844263],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 192, 768, 1]]",25088,kernel,0.008211252,0.008211252,4.41E-06,"[0.008206847123801708, 0.008215657621622085]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 256, 64, 1]]",25088,kernel,0.001565377,0.001565377,0,[0.001565377116203308],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 256, 256, 1]]",25088,kernel,0.00404572,0.00404572,1.64E-05,"[0.004029333963990212, 0.0040621068328619]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 256, 1024, 1]]",25088,kernel,0.014348511,0.014348511,3.75E-08,"[0.014348473027348518, 0.014348548091948032]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 384, 96, 1]]",25088,kernel,0.00320541,0.00320541,0,[0.003205409552901983],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 384, 384, 1]]",25088,kernel,0.008574615,0.008574615,3.31E-06,"[0.008571306057274342, 0.008577924780547619]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 512, 128, 1]]",25088,kernel,0.004768515,0.004768515,0,[0.004768514633178711],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 512, 512, 1]]",25088,kernel,0.014763859,0.014763859,4.63E-05,"[0.014717565290629864, 0.014810151793062687]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 768, 192, 1]]",25088,kernel,0.009531426,0.009531426,2.59E-06,"[0.009534017369151115, 0.009528834372758865]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 768, 768, 1]]",25088,kernel,0.034900661,0.034900661,0.000277161,"[0.03462350014597178, 0.03517782185226679]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 1024, 256, 1]]",25088,kernel,0.016207168,0.016207168,2.80E-06,"[0.016209969110786916, 0.016204366646707057]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[32, 1024, 1024, 1]]",25088,kernel,0.061014217,0.060513314,0.000668113,"[0.060516463592648506, 0.06049518287181854, 0.06049080938100815, 0.060490330681204796, 0.060503384098410606, 0.060503654181957245, 0.06051331385970116, 0.061627347022295, 0.0636811051517725, 0.06140037626028061, 0.06093441694974899]",bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[48, 48, 48, 1]]",25088,kernel,0.000750637,0.000750637,0,[0.000750636514276266],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[48, 48, 192, 1]]",25088,kernel,0.001113623,0.001113623,0,[0.0011136234365403653],bs_last,fp16,NVIDIA_A100-PCIE-40GB
"[[48, 64, 64, 1]]",25088,kernel,0.000640681,0.000640681,0,[0.0006406805664300919],bs_last,fp16,NVIDIA_A100-PCIE-40GB
