group,b,c,M,N,a,d,batch_size,triton_ms,cuda_ms,cuda_error
group1,2,16,512,4096,2,128,128,0.085773,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 2, 2, 16, 128, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,2,128,256,0.084977,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 2, 2, 16, 128, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,2,128,512,0.083703,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 2, 2, 16, 128, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,2,128,1024,0.084134,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 2, 2, 16, 128, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,2,128,2048,0.129259,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 2, 2, 16, 128, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,2,128,4096,0.251538,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 2, 2, 16, 128, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,4,64,1,0.053643,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 4, 2, 16, 64, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,4,64,2,0.101200,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 4, 2, 16, 64, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,4,64,4,0.099786,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 4, 2, 16, 64, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,4,64,8,0.084625,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 4, 2, 16, 64, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,4,64,16,0.099735,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 4, 2, 16, 64, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,4,64,32,0.085154,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 4, 2, 16, 64, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,4,64,64,0.081537,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 4, 2, 16, 64, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,4,64,128,0.102428,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 4, 2, 16, 64, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,4,64,256,0.084991,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 4, 2, 16, 64, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,4,64,512,0.101201,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 4, 2, 16, 64, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,4,64,1024,0.084167,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 4, 2, 16, 64, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,4,64,2048,0.129251,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 4, 2, 16, 64, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,4,64,4096,0.251424,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 4, 2, 16, 64, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,8,32,1,0.053583,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 8, 2, 16, 32, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,8,32,2,0.085250,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 8, 2, 16, 32, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,8,32,4,0.081266,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 8, 2, 16, 32, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,8,32,8,0.080663,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 8, 2, 16, 32, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,8,32,16,0.082861,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 8, 2, 16, 32, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,8,32,32,0.080897,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 8, 2, 16, 32, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,8,32,64,0.099614,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 8, 2, 16, 32, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,8,32,128,0.083156,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 8, 2, 16, 32, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,8,32,256,0.083259,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 8, 2, 16, 32, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,8,32,512,0.083428,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 8, 2, 16, 32, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,8,32,1024,0.082913,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 8, 2, 16, 32, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,8,32,2048,0.129006,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 8, 2, 16, 32, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,8,32,4096,0.251649,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 8, 2, 16, 32, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,16,16,1,0.054678,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 16, 2, 16, 16, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,16,16,2,0.082642,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 16, 2, 16, 16, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,16,16,4,0.082324,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 16, 2, 16, 16, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,16,16,8,0.082125,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 16, 2, 16, 16, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,16,16,16,0.081980,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 16, 2, 16, 16, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,16,16,32,0.082579,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 16, 2, 16, 16, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,16,16,64,0.084473,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 16, 2, 16, 16, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,16,16,128,0.082224,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 16, 2, 16, 16, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,16,16,256,0.082632,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 16, 2, 16, 16, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,16,16,512,0.085321,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 16, 2, 16, 16, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,16,16,1024,0.100885,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 16, 2, 16, 16, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,16,16,2048,0.129203,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 16, 2, 16, 16, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,16,16,4096,0.251517,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 16, 2, 16, 16, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,32,8,1,0.062159,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 32, 2, 16, 8, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,32,8,2,0.102446,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 32, 2, 16, 8, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,32,8,4,0.084898,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 32, 2, 16, 8, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,32,8,8,0.083052,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 32, 2, 16, 8, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,32,8,16,0.082885,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 32, 2, 16, 8, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,32,8,32,0.081638,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 32, 2, 16, 8, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,32,8,64,0.081784,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 32, 2, 16, 8, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,32,8,128,0.082266,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 32, 2, 16, 8, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,32,8,256,0.101772,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 32, 2, 16, 8, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,32,8,512,0.082958,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 32, 2, 16, 8, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,32,8,1024,0.084834,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 32, 2, 16, 8, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,32,8,2048,0.129114,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 32, 2, 16, 8, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,32,8,4096,0.251521,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 32, 2, 16, 8, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,64,4,1,0.053198,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 64, 2, 16, 4, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,64,4,2,0.080778,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 64, 2, 16, 4, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,64,4,4,0.100239,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 64, 2, 16, 4, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,64,4,8,0.084359,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 64, 2, 16, 4, half, 4) in the .best file, nor could we find d"
group1,2,16,512,4096,64,4,16,0.084992,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 64, 2, 16, 4, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,64,4,32,0.085811,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 64, 2, 16, 4, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,64,4,64,0.100783,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 64, 2, 16, 4, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,64,4,128,0.080721,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 64, 2, 16, 4, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,64,4,256,0.083868,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 64, 2, 16, 4, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,64,4,512,0.084229,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 64, 2, 16, 4, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,64,4,1024,0.083962,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 64, 2, 16, 4, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,64,4,2048,0.129223,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 64, 2, 16, 4, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,64,4,4096,0.251528,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 64, 2, 16, 4, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,128,2,1,0.062963,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 128, 2, 16, 2, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,128,2,2,0.085731,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 128, 2, 16, 2, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,128,2,4,0.081673,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 128, 2, 16, 2, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,128,2,8,0.084793,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 128, 2, 16, 2, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,128,2,16,0.083092,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 128, 2, 16, 2, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,128,2,32,0.084089,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 128, 2, 16, 2, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,128,2,64,0.084118,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 128, 2, 16, 2, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,128,2,128,0.082685,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 128, 2, 16, 2, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,128,2,256,0.084120,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 128, 2, 16, 2, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,128,2,512,0.083669,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 128, 2, 16, 2, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,128,2,1024,0.083377,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 128, 2, 16, 2, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,128,2,2048,0.129036,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 128, 2, 16, 2, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,128,2,4096,0.251337,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 128, 2, 16, 2, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,256,1,1,0.052593,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 256, 2, 16, 1, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,256,1,2,0.083888,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 256, 2, 16, 1, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,256,1,4,0.082749,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 256, 2, 16, 1, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,256,1,8,0.083586,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 256, 2, 16, 1, half, 4) in the .best file, nor could we find "
group1,2,16,512,4096,256,1,16,0.084511,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 256, 2, 16, 1, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,256,1,32,0.082271,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 256, 2, 16, 1, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,256,1,64,0.081824,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 256, 2, 16, 1, half, 4) in the .best file, nor could we find"
group1,2,16,512,4096,256,1,128,0.102095,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 256, 2, 16, 1, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,256,1,256,0.081894,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 256, 2, 16, 1, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,256,1,512,0.083667,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 256, 2, 16, 1, half, 4) in the .best file, nor could we fin"
group1,2,16,512,4096,256,1,1024,0.084050,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 256, 2, 16, 1, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,256,1,2048,0.128677,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 256, 2, 16, 1, half, 4) in the .best file, nor could we fi"
group1,2,16,512,4096,256,1,4096,0.251360,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 256, 2, 16, 1, half, 4) in the .best file, nor could we fi"
group1,4,2,1024,512,1,256,1,0.054564,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 1, 4, 2, 256, half, 4) in the .best file, nor could we find d"
group1,4,2,1024,512,1,256,2,0.081512,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 1, 4, 2, 256, half, 4) in the .best file, nor could we find d"
group1,4,2,1024,512,1,256,4,0.084513,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 1, 4, 2, 256, half, 4) in the .best file, nor could we find d"
group1,4,2,1024,512,1,256,8,0.083776,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 1, 4, 2, 256, half, 4) in the .best file, nor could we find d"
group1,4,2,1024,512,1,256,16,0.083420,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 1, 4, 2, 256, half, 4) in the .best file, nor could we find "
group1,4,2,1024,512,1,256,32,0.083607,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 1, 4, 2, 256, half, 4) in the .best file, nor could we find "
group1,4,2,1024,512,1,256,64,0.081716,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 1, 4, 2, 256, half, 4) in the .best file, nor could we find "
group1,4,2,1024,512,1,256,128,0.082418,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 1, 4, 2, 256, half, 4) in the .best file, nor could we find"
group1,4,2,1024,512,1,256,256,0.083657,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 1, 4, 2, 256, half, 4) in the .best file, nor could we find"
group1,4,2,1024,512,1,256,512,0.085582,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 1, 4, 2, 256, half, 4) in the .best file, nor could we find"
group1,4,2,1024,512,1,256,1024,0.085814,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 1, 4, 2, 256, half, 4) in the .best file, nor could we fin"
group1,4,2,1024,512,1,256,2048,0.084017,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 1, 4, 2, 256, half, 4) in the .best file, nor could we fin"
group1,4,2,1024,512,1,256,4096,0.108654,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 1, 4, 2, 256, half, 4) in the .best file, nor could we fin"
group1,4,2,1024,512,2,128,1,0.063638,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 2, 4, 2, 128, half, 4) in the .best file, nor could we find d"
group1,4,2,1024,512,2,128,2,0.082702,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2, 2, 4, 2, 128, half, 4) in the .best file, nor could we find d"
group1,4,2,1024,512,2,128,4,0.084676,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4, 2, 4, 2, 128, half, 4) in the .best file, nor could we find d"
group1,4,2,1024,512,2,128,8,0.082758,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (8, 2, 4, 2, 128, half, 4) in the .best file, nor could we find d"
group1,4,2,1024,512,2,128,16,0.084650,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (16, 2, 4, 2, 128, half, 4) in the .best file, nor could we find "
group1,4,2,1024,512,2,128,32,0.081535,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (32, 2, 4, 2, 128, half, 4) in the .best file, nor could we find "
group1,4,2,1024,512,2,128,64,0.084031,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (64, 2, 4, 2, 128, half, 4) in the .best file, nor could we find "
group1,4,2,1024,512,2,128,128,0.082135,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (128, 2, 4, 2, 128, half, 4) in the .best file, nor could we find"
group1,4,2,1024,512,2,128,256,0.085162,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (256, 2, 4, 2, 128, half, 4) in the .best file, nor could we find"
group1,4,2,1024,512,2,128,512,0.086288,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (512, 2, 4, 2, 128, half, 4) in the .best file, nor could we find"
group1,4,2,1024,512,2,128,1024,0.084551,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1024, 2, 4, 2, 128, half, 4) in the .best file, nor could we fin"
group1,4,2,1024,512,2,128,2048,0.088020,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (2048, 2, 4, 2, 128, half, 4) in the .best file, nor could we fin"
group1,4,2,1024,512,2,128,4096,0.108340,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (4096, 2, 4, 2, 128, half, 4) in the .best file, nor could we fin"
group1,4,2,1024,512,4,64,1,0.053670,,"ERROR: Could not find hyperparameters for the kernel instance corresponding to the target (batch_size, a, b, c, d, precision, VSIZE) = (1, 4, 4, 2, 64, half, 4) in the .best file, nor could we find de"
