epoch,train_loss,val_loss,rank
1,1.1506402163505554,1.137377695431785,512
2,1.1029904775619508,1.06083511549329,512
3,0.9923099303245544,0.9323882394366794,512
4,0.8586178312301636,0.805426467978765,512
5,0.7432675421237945,0.7038135348804413,512
6,0.655718544960022,0.6290403878878034,512
7,0.5936747395992279,0.5786081221368577,512
8,0.551491126537323,0.5428717694585286,512
9,0.5190100061893463,0.5152304267126416,512
10,0.49438397443294524,0.49335177928682356,512
11,0.472393700838089,0.4726314790665157,512
12,0.45246779906749723,0.45460036160453915,512
13,0.4352047950029373,0.43876777234531583,512
14,0.42014885449409484,0.4250052495608254,512
15,0.40670053362846376,0.4123338134515853,512
16,0.3941954953670502,0.4006459670407431,512
17,0.3822331099510193,0.38934315812020076,512
18,0.37155684804916383,0.3796599048470694,512
19,0.3622868206501007,0.3714691216037387,512
20,0.35459280681610106,0.3640765140927027,512
21,0.3466725389957428,0.35528265294574557,512
22,0.33754751074314115,0.34703534321179463,512
23,0.32999484157562253,0.34060318886287627,512
24,0.32351321160793306,0.33486490117179024,512
25,0.3179475110769272,0.3299229315349034,512
26,0.31294934976100924,0.3252510494656033,512
27,0.30816115355491636,0.32074840485103545,512
28,0.3028914757966995,0.315137627578917,512
29,0.29678186333179474,0.3093575248642573,512
30,0.2907754757404327,0.3035556399633014,512
31,0.2847269995212555,0.2978192326568422,512
32,0.279351158618927,0.29312021912090364,512
33,0.27474595546722413,0.2890093411718096,512
34,0.270142369389534,0.28403867615593803,512
35,0.2650043330192566,0.27937672866715324,512
36,0.2601927956342697,0.2748229106267293,512
37,0.2554351949095726,0.27035839122439187,512
38,0.2510785857439041,0.26645501738502864,512
39,0.24705762505531312,0.26272067711466834,512
40,0.2431904143691063,0.2589386294758509,512
41,0.23952962285280227,0.25555906385656385,512
42,0.23583221393823622,0.2518015522805471,512
43,0.2318104214668274,0.24793900478453862,512
44,0.2280985164642334,0.2446584292347469,512
45,0.22477550530433654,0.24134782287809584,512
46,0.22120923256874084,0.23787259416920797,512
47,0.21795588344335556,0.23508002478925008,512
48,0.21531807428598404,0.23258210482105376,512
49,0.21298851615190506,0.23034765062824128,512
50,0.2105871913433075,0.22779032351478698,512
51,0.20777702903747558,0.2250336730290973,512
52,0.2047420253753662,0.22201650341351828,512
53,0.2020518600344658,0.21983813766449217,512
54,0.1999307975769043,0.21783822562013352,512
55,0.1979750317931175,0.21610211521860154,512
56,0.19611738812923432,0.21431913215016563,512
57,0.1944358522295952,0.21293383907704128,512
58,0.19294299894571304,0.21152495983101072,512
59,0.1913187100291252,0.20970844820378318,512
60,0.18944995534420014,0.20789328572295962,512
61,0.18767848926782607,0.20629897595398008,512
62,0.18618041330575943,0.20501409021634903,512
63,0.1845574977993965,0.2032556372975546,512
64,0.18295606034994125,0.20193236806089915,512
65,0.1815196506381035,0.2004550127756028,512
66,0.1796659939289093,0.19871600232427084,512
67,0.178016814827919,0.1972240067663647,512
68,0.17623098611831664,0.19512661771168785,512
69,0.17404232436418535,0.19322484116705638,512
70,0.17216903346776963,0.19151042354485345,512
71,0.17056279504299163,0.19028484064435203,512
72,0.16907657760381697,0.18860944585194664,512
73,0.16754276275634766,0.18745880183719454,512
74,0.1662408304810524,0.18616772502187698,512
75,0.16510283529758454,0.1852369053023202,512
76,0.16399595189094543,0.18374980796897222,512
77,0.16236233919858933,0.18254444357894717,512
78,0.161263618350029,0.18156241140668355,512
79,0.1602661145925522,0.18067167628379094,512
80,0.1592860243320465,0.17970389931920974,512
81,0.15811689066886903,0.1784995635823598,512
82,0.15664102125167848,0.17681218470845902,512
83,0.15529046154022216,0.17577094123477027,512
84,0.15416796886920928,0.1747258740758139,512
85,0.1529017621278763,0.17328390242561462,512
86,0.15158959156274796,0.17218808522300114,512
87,0.1507124344110489,0.17148303678111423,512
