epoch,train_loss,val_loss,rank
1,1.1554024991989136,1.1516797750715226,8
2,1.1480419359207152,1.1443643040127225,8
3,1.1410524039268493,1.1395657365284269,8
4,1.1364493923187255,1.1366104436299158,8
5,1.1334424505233764,1.1340964464914232,8
6,1.131367847442627,1.1324605109199646,8
7,1.1298765249252318,1.1318338182237413,8
8,1.1287743935585022,1.1307121250364516,8
9,1.1279039387702943,1.1303956584324912,8
10,1.1271804704666137,1.1297255868003482,8
11,1.1265818195343018,1.1292920339675176,8
12,1.1260685014724732,1.1289088915264796,8
13,1.125609314441681,1.1285274445064484,8
14,1.1252086663246155,1.1280992333851163,8
15,1.1248553280830382,1.127832125103663,8
16,1.124536967754364,1.1278309065198142,8
17,1.1242379183769227,1.1277519653713892,8
18,1.1239693031311035,1.1272582232006012,8
19,1.1237249431610108,1.1271553588291956,8
20,1.1234858198165893,1.1270557623060922,8
21,1.1232726655006409,1.1269872283178664,8
22,1.1230732803344727,1.1268040698672097,8
23,1.122894468307495,1.1265266130840967,8
24,1.1227173538208008,1.1264291850347368,8
25,1.1225679416656493,1.1262506946684823,8
26,1.1224059362411498,1.1262673726157537,8
27,1.1222861452102662,1.1260906003770375,8
28,1.12213126039505,1.1258873807059393,8
29,1.122009502887726,1.1256440026419503,8
30,1.1219003448486329,1.12566139773717,8
31,1.1217964282035828,1.1255155650396196,8
32,1.1216799077987671,1.125550493361458,8
33,1.121589674949646,1.1256250843169198,8
34,1.1214866786003113,1.1253359771910167,8
35,1.121399094581604,1.1254582026648143,8
36,1.1213126134872438,1.1252610286076863,8
37,1.1212321848869324,1.1255013053379361,8
38,1.121150695323944,1.1253145800696478,8
39,1.1210765914916991,1.1251142422358196,8
40,1.1210009198188782,1.1250666890825545,8
41,1.1209337859153747,1.1252694489463928,8
42,1.1208724584579468,1.1249757929453774,8
43,1.1208064441680907,1.1250310057685489,8
44,1.1207576360702514,1.1249407775818356,8
45,1.120686499595642,1.124863382369753,8
46,1.1206382336616516,1.1246584483555384,8
47,1.1205761322975158,1.124856982912336,8
48,1.1205321135520936,1.1250238948398166,8
49,1.1204938063621521,1.1247367253379217,8
50,1.120436044216156,1.1248805068788075,8
51,1.1203906760215758,1.1247725448911152,8
52,1.1203432002067566,1.12464515935807,8
53,1.1203095870018005,1.124611353117322,8
54,1.1202653965950011,1.1247581924710954,8
55,1.1202196369171142,1.1247742346354894,8
56,1.1201818633079528,1.124710031918117,8
57,1.1201610217094422,1.1244789324109516,8
58,1.120110191822052,1.1244830479697576,8
59,1.120073571205139,1.124339811385624,8
60,1.1200488357543945,1.1247052370555817,8
61,1.1200088438987732,1.1248046367887468,8
62,1.1199774560928344,1.124363034490555,8
